HOUR,DATE_MILADI,DATE_SHAMSI,POWER,CODE,UNIT_NO,DAMA,ROTOOBAT,12209_G13,12210_G13,ebraz,importance_factor,year,month,dayofweek,DECLARED
24,12/31/2023 0:00,1402/10/10,30,SO,3,13.5,58.5,9.35,7.95,0,1.5,2024,1,0,0
13,12/31/2023 13:00,1402/10/10,55,PO,3,14.5,54.5,8.9,7.8,0,1.5,2024,1,0,0
14,12/31/2023 14:00,1402/10/10,67.5,PO,3,14.5,57,8.9,7.8,0,1.5,2024,1,0,0
15,12/31/2023 15:00,1402/10/10,67.5,PO,3,13.5,57.5,8.9,7.8,0,1.5,2024,1,0,0
16,12/31/2023 16:00,1402/10/10,68,PO,3,13,63,8.9,7.8,0,1.5,2024,1,0,0
17,12/31/2023 17:00,1402/10/10,133,SO,3,11.5,73,8.9,7.8,0,1.5,2024,1,0,0
18,12/31/2023 18:00,1402/10/10,133,SO,3,10.5,79,8.9,7.8,0,2.5,2024,1,0,0
19,12/31/2023 19:00,1402/10/10,130.5,SO,3,9.5,81.5,9,7.8,0,2.5,2024,1,0,0
20,12/31/2023 20:00,1402/10/10,88.5,SO,3,10.5,76.5,9,7.8,0,2.5,2024,1,0,0
9,1/1/2024 9:00,1402/10/11,78,SO,3,12,62.5,9,7.8,121.1,1,2024,1,0,0
22,12/31/2023 22:00,1402/10/10,78,SO,3,12.5,46.5,9,7.8,0,1.5,2024,1,0,0
11,1/1/2024 11:00,1402/10/11,81,SO,3,13.5,47,8.2,7.7,117.8,1.5,2024,1,0,0
24,1/1/2024 0:00,1402/10/11,95,SO,3,13,48.5,8.2,7.7,127.8,1.5,2024,1,1,0
13,1/1/2024 13:00,1402/10/11,90,SO,3,13,61.5,8,8.1,117,1.5,2024,1,1,0
2,1/2/2024 2:00,1402/10/12,87.5,SO,3,12.5,69.5,8,8.1,126.2,1,2024,1,1,0
3,1/2/2024 3:00,1402/10/12,87.5,SO,3,12,68,7.45,7.4,126.2,1,2024,1,1,0
4,1/2/2024 4:00,1402/10/12,87.5,SO,3,11,70,7.45,7.4,126.2,1,2024,1,1,0
17,1/1/2024 17:00,1402/10/11,87.5,SO,3,10.5,74,7.45,7.4,122.8,1.5,2024,1,1,0
6,1/2/2024 6:00,1402/10/12,87.5,SO,3,10,79.5,7.45,7.4,127,1,2024,1,1,0
19,1/1/2024 19:00,1402/10/11,87.5,SO,3,8.5,82.5,7.25,7.25,125.3,2.5,2024,1,1,0
20,1/1/2024 20:00,1402/10/11,90,SO,3,9.5,79,7.25,7.25,126.1,2.5,2024,1,1,0
9,1/2/2024 9:00,1402/10/12,91,SO,3,11.5,48,7.25,7.25,128.7,1,2024,1,1,0
10,1/2/2024 10:00,1402/10/12,94.5,LG3,3,12,50,7.25,7.25,127.8,1.5,2024,1,1,0
23,1/1/2024 23:00,1402/10/11,91,SO,3,12,46,7.1,7.05,127.8,1.5,2024,1,1,68.99999897
12,1/2/2024 12:00,1402/10/12,42.5,LG3,3,12.5,49,7.1,7.05,127,1.5,2024,1,2,35.00000051
1,1/3/2024 1:00,1402/10/13,42.5,FQ,3,13,54,7.8,7.6,126.2,1,2024,1,2,5.22E-07
2,1/3/2024 2:00,1402/10/13,42.5,FQ,3,13,56,7.8,7.6,126.2,1,2024,1,2,1.16E-22
3,1/3/2024 3:00,1402/10/13,42.5,FQ,3,12.5,54.5,7.8,7.65,126.2,1,2024,1,2,2.57E-38
4,1/3/2024 4:00,1402/10/13,42.5,FQ,3,12.5,69,7.8,7.65,126.2,1,2024,1,2,5.71E-54
5,1/3/2024 5:00,1402/10/13,42.5,FQ,3,11.5,74.5,7.8,7.65,127,1,2024,1,2,49.99999925
6,1/3/2024 6:00,1402/10/13,50,FQ,3,10.5,75,7.8,7.65,127,1,2024,1,2,50
19,1/2/2024 19:00,1402/10/12,50,LG3,3,11,74,8.6,8.2,123.8,2.5,2024,1,2,71.49999968
20,1/2/2024 20:00,1402/10/12,50,LG3,3,10,76.5,8.6,8.2,124.7,2.5,2024,1,2,71.00000001
21,1/2/2024 21:00,1402/10/12,50,LG3,3,12,55,8.6,8.2,124.7,2.5,2024,1,2,71
10,1/3/2024 10:00,1402/10/13,50,FQ,3,13,44.5,8.6,8.2,127.8,1.5,2024,1,2,71
23,1/2/2024 23:00,1402/10/12,50,LG3,3,12.5,47,8.6,8.2,124.7,1.5,2024,1,2,71
12,1/3/2024 12:00,1402/10/13,0,FQ,3,12.5,57.5,8.6,8.2,127,1.5,2024,1,3,30.00000061
1,1/4/2024 1:00,1402/10/14,0,FQ,3,13.5,58.5,6.7,6.9,126.2,1,2024,1,3,54.99999963
14,1/3/2024 14:00,1402/10/13,0,FQ,3,13,61.79999924,6.7,6.9,127,1.5,2024,1,3,67.49999981
15,1/3/2024 15:00,1402/10/13,0,FQ,3,13,65.5,6.7,6.9,127.8,1.5,2024,1,3,67.5
4,1/4/2024 4:00,1402/10/14,0,FQ,3,11.5,68.5,6.7,6.9,126.2,1,2024,1,3,67.99999999
17,1/3/2024 17:00,1402/10/13,0,FQ,3,10.5,74,6.7,6.9,125.3,1.5,2024,1,3,132.999999
18,1/3/2024 18:00,1402/10/13,0,FQ,3,9,79.5,6.7,6.9,125.3,2.5,2024,1,3,133
7,1/4/2024 7:00,1402/10/14,0,FQ,3,8,80,6.7,6.9,126.2,1,2024,1,3,130.5
20,1/3/2024 20:00,1402/10/13,0,FQ,3,8,80,6.7,6.9,124.7,2.5,2024,1,3,88.50000063
21,1/3/2024 21:00,1402/10/13,0,FQ,3,9.5,60.5,4.8,5.6,124.7,2.5,2024,1,3,78.00000016
22,1/3/2024 22:00,1402/10/13,0,FQ,3,11,44,4.8,5.6,124.7,1.5,2024,1,3,78
23,1/3/2024 23:00,1402/10/13,0,FQ,3,12,43.5,4.8,5.6,124.7,1.5,2024,1,3,80.99999996
24,1/4/2024 0:00,1402/10/14,0,R,3,11,40,4.8,5.6,124.7,1.5,2024,1,4,94.99999979
13,1/4/2024 13:00,1402/10/14,0,FQ,3,11,45,4.8,5.6,127,1.5,2024,1,4,90.00000007
2,1/5/2024 2:00,1402/10/15,0,R,3,11.5,45,4.8,5.6,126.2,1,2024,1,4,87.50000004
15,1/4/2024 15:00,1402/10/14,0,FQ,3,11,47.5,4.8,5.6,127.8,1.5,2024,1,4,87.5
16,1/4/2024 16:00,1402/10/14,0,FQ,3,10,55,4.8,5.6,124.5,1.5,2024,1,4,87.5
17,1/4/2024 17:00,1402/10/14,0,FQ,3,9,69.5,4.8,5.6,125.3,1.5,2024,1,4,87.5
6,1/5/2024 6:00,1402/10/15,61,R,3,7.5,73,4.8,5.6,127,1,2024,1,4,87.5
19,1/4/2024 19:00,1402/10/14,62,SO,3,7,75.5,4.8,5.6,123.8,2.5,2024,1,4,87.5
20,1/4/2024 20:00,1402/10/14,47.5,SO,3,7,71,4.8,5.6,124.7,2.5,2024,1,4,89.99999996
21,1/4/2024 21:00,1402/10/14,0,R,3,10,49,4.8,5.6,124.7,2.5,2024,1,4,90.99999999
10,1/5/2024 10:00,1402/10/15,0,R,3,11.5,36.5,4.8,5.6,127.8,1.5,2024,1,4,94.49999995
11,1/5/2024 11:00,1402/10/15,0,R,3,11.5,39.5,4.8,5.6,127.8,1.5,2024,1,4,91.00000005
12,1/5/2024 12:00,1402/10/15,0,R,3,11,38,4.8,5.6,127,1.5,2024,1,5,42.50000072
1,1/6/2024 1:00,1402/10/16,0,R,3,12,40.5,7.4,7.3,126.2,1,2024,1,5,42.5
14,1/5/2024 14:00,1402/10/15,0,R,3,11.5,45,7.4,7.3,127,1.5,2024,1,5,42.5
3,1/6/2024 3:00,1402/10/16,0,R,3,11.5,48,7.4,7.3,126.2,1,2024,1,5,42.5
16,1/5/2024 16:00,1402/10/15,0,R,3,11,54,7.4,7.3,124.5,1.5,2024,1,5,42.5
5,1/6/2024 5:00,1402/10/16,0,R,3,8.5,63.5,10,9,127,1,2024,1,5,42.5
6,1/6/2024 6:00,1402/10/16,0,R,3,7,66,10,9,127,1,2024,1,5,49.99999989
19,1/5/2024 19:00,1402/10/15,0,R,3,6,69,10,9,123.8,2.5,2024,1,5,50
8,1/6/2024 8:00,1402/10/16,0,R,3,6.5,67,10,9,125.3,1,2024,1,5,50
21,1/5/2024 21:00,1402/10/15,0,R,3,10,39.5,10,9,124.7,2.5,2024,1,5,50
22,1/5/2024 22:00,1402/10/15,67.5,R,3,10,37.5,10,9,124.7,1.5,2024,1,5,50
23,1/5/2024 23:00,1402/10/15,65,R,3,10,37.5,10,9,124.7,1.5,2024,1,5,50
12,1/6/2024 12:00,1402/10/16,127,SO,3,11.5,37.5,10,9,127,1.5,2024,1,6,7.45E-07
1,1/7/2024 1:00,1402/10/17,127,SO,3,11,39,9.8,8.9,130.3,1,2024,1,6,1.65E-22
2,1/7/2024 2:00,1402/10/17,115,SO,3,11.5,40,9.8,8.9,130.3,1,2024,1,6,3.67E-38
3,1/7/2024 3:00,1402/10/17,65,SO,3,11.5,41,8.95,8.35,131.2,1,2024,1,6,8.16E-54
16,1/6/2024 16:00,1402/10/16,65,LA,3,9.5,41.5,8.95,8.35,124.5,1.5,2024,1,6,1.81E-69
17,1/6/2024 17:00,1402/10/16,80,LA,3,8,49,9.05,8.45,125.3,1.5,2024,1,6,4.02E-85
18,1/6/2024 18:00,1402/10/16,100,LA,3,6,67.5,9.05,8.45,125.3,2.5,2024,1,6,8.93E-101
19,1/6/2024 19:00,1402/10/16,113.5,LA,3,6,68,9.45,8.75,123.8,2.5,2024,1,6,1.98E-116
20,1/6/2024 20:00,1402/10/16,111,LA,3,7,56,9.45,8.75,124.7,2.5,2024,1,6,4.40E-132
21,1/6/2024 21:00,1402/10/16,112,LA,3,9,35.5,9.45,8.75,124.7,2.5,2024,1,6,9.78E-148
10,1/7/2024 10:00,1402/10/17,112,SO,3,10.5,36,9.45,8.75,124.5,1.5,2024,1,6,2.17E-163
11,1/7/2024 11:00,1402/10/17,112,SO,3,10,36.5,9.15,8.55,127.8,1.5,2024,1,6,4.82E-179
12,1/7/2024 12:00,1402/10/17,50,SO,3,10,35.5,9.15,8.55,127,1.5,2024,1,0,1.07E-194
1,1/8/2024 1:00,1402/10/18,50,FQ,3,10,37,8.85,8.3,129.5,1,2024,1,0,2.38E-210
2,1/8/2024 2:00,1402/10/18,50,FQ,3,10.5,37,8.85,8.3,130.3,1,2024,1,0,5.28E-226
15,1/7/2024 15:00,1402/10/17,50,SO,3,10.5,39,9,8.3,127,1.5,2024,1,0,1.17E-241
16,1/7/2024 16:00,1402/10/17,50,SO,3,9.5,46.5,9,8.3,128.7,1.5,2024,1,0,2.60E-257
17,1/7/2024 17:00,1402/10/17,50,SO,3,8,47,9,8.3,125.3,1.5,2024,1,0,5.78E-273
6,1/8/2024 6:00,1402/10/18,50,FQ,3,6,49,9,8.3,129.5,1,2024,1,0,60.99999909
19,1/7/2024 19:00,1402/10/17,70,SO,3,6,55.5,9.55,8.8,125.5,2.5,2024,1,0,61.99999999
20,1/7/2024 20:00,1402/10/17,66.5,SO,3,5,57.5,9.55,8.8,125.5,2.5,2024,1,0,47.50000022
21,1/7/2024 21:00,1402/10/17,68.5,SO,3,8,46,9.55,8.8,125.5,2.5,2024,1,0,7.08E-07
10,1/8/2024 10:00,1402/10/18,17,FQ,3,9.5,33.5,9.55,8.8,127.8,1.5,2024,1,0,1.57E-22
23,1/7/2024 23:00,1402/10/17,0,FQ,3,10.5,33,9.55,8.8,126.3,1.5,2024,1,0,3.49E-38
24,1/8/2024 0:00,1402/10/18,50,SO,3,10.5,22.5,9.55,8.8,126.3,1.5,2024,1,1,7.75E-54
13,1/8/2024 13:00,1402/10/18,15,FQ,3,10.5,26.5,8.95,8.45,126.2,1.5,2024,1,1,1.72E-69
14,1/8/2024 14:00,1402/10/18,17.5,FQ,3,11,24.75,8.95,8.45,126.2,1.5,2024,1,1,3.82E-85
15,1/8/2024 15:00,1402/10/18,30,FQ,3,10.5,27,10.15,9.2,126.2,1.5,2024,1,1,8.48E-101
4,1/9/2024 4:00,1402/10/19,50,SO,3,10.5,29.5,10.15,9.2,130.3,1,2024,1,1,1.88E-116
17,1/8/2024 17:00,1402/10/18,63,FO,3,9,35,10.15,9.2,125.3,1.5,2024,1,1,4.18E-132
18,1/8/2024 18:00,1402/10/18,63,FO,3,6,36.5,10.15,9.2,125.3,2.5,2024,1,1,9.29E-148
19,1/8/2024 19:00,1402/10/18,63,FO,3,5,42.5,10.25,9.35,124.7,2.5,2024,1,1,2.06E-163
20,1/8/2024 20:00,1402/10/18,63,FO,3,4.5,40,10.25,9.35,125.5,2.5,2024,1,1,4.58E-179
21,1/8/2024 21:00,1402/10/18,131,SO,3,8.5,26.5,10.25,9.35,125.5,2.5,2024,1,1,1.02E-194
22,1/8/2024 22:00,1402/10/18,131,SO,3,9.5,19.5,10.25,9.35,126.3,1.5,2024,1,1,67.49999899
23,1/8/2024 23:00,1402/10/18,129.5,SO,3,10,20.5,9.25,8.55,126.3,1.5,2024,1,1,65.00000004
24,1/9/2024 0:00,1402/10/19,61,FO,3,11.5,21.5,9.25,8.55,126.3,1.5,2024,1,2,126.9999991
13,1/9/2024 13:00,1402/10/19,61,SO,3,11,26,10.5,9.35,127,1.5,2024,1,2,127
14,1/9/2024 14:00,1402/10/19,60,SO,3,11.5,26,10.5,9.35,127,1.5,2024,1,2,115.0000002
15,1/9/2024 15:00,1402/10/19,60,SO,3,11,27.5,10.4,9.2,127.8,1.5,2024,1,2,65.00000075
16,1/9/2024 16:00,1402/10/19,60,SO,3,11,30.5,10.4,9.2,124.5,1.5,2024,1,2,65
17,1/9/2024 17:00,1402/10/19,66,SO,3,9,34,10.4,9.2,126.2,1.5,2024,1,2,79.99999978
18,1/9/2024 18:00,1402/10/19,67,SO,3,6,40,10.4,9.2,126.2,2.5,2024,1,2,99.9999997
7,1/10/2024 7:00,1402/10/20,68.5,FO,3,5,45.5,10.3,9.2,129.5,1,2024,1,2,113.4999998
20,1/9/2024 20:00,1402/10/19,67,SO,3,6.5,45.5,10.3,9.2,125.5,2.5,2024,1,2,111
21,1/9/2024 21:00,1402/10/19,67,SO,3,6,42.5,10.2,9.25,125.5,2.5,2024,1,2,112
22,1/9/2024 22:00,1402/10/19,67,SO,3,7,38.5,10.2,9.25,125.5,1.5,2024,1,2,112
23,1/9/2024 23:00,1402/10/19,0,FO,3,8,36.5,10.2,9.25,126.3,1.5,2024,1,2,112
12,1/10/2024 12:00,1402/10/20,0,FO,3,8,36.5,10.2,9.25,127,1.5,2024,1,3,50.00000092
13,1/10/2024 13:00,1402/10/20,0,FO,3,9,28.5,10.1,9.3,127,1.5,2024,1,3,50
14,1/10/2024 14:00,1402/10/20,0,FO,3,10.5,19,10.1,9.3,127,1.5,2024,1,3,50
3,1/11/2024 3:00,1402/10/21,0,R,3,10.5,22.5,10.1,9.3,128.7,1,2024,1,3,50
4,1/11/2024 4:00,1402/10/21,0,R,3,9.5,24.5,10.1,9.3,128.7,1,2024,1,3,50
17,1/10/2024 17:00,1402/10/20,0,FO,3,7,33,10.1,9.3,126.2,1.5,2024,1,3,50
18,1/10/2024 18:00,1402/10/20,68.5,SO,3,5,40.5,10.1,9.3,126.2,2.5,2024,1,3,50
7,1/11/2024 7:00,1402/10/21,67.5,R,3,4,44,10.1,9.3,128.7,1,2024,1,3,69.9999997
20,1/10/2024 20:00,1402/10/20,68,SO,3,3,44,10.1,9.3,125.5,2.5,2024,1,3,66.50000005
21,1/10/2024 21:00,1402/10/20,68.5,SO,3,7.5,23.5,10.1,9.3,125.5,2.5,2024,1,3,68.49999997
22,1/10/2024 22:00,1402/10/20,69.5,SO,3,7,24,10.1,9.3,125.5,1.5,2024,1,3,17.00000077
23,1/10/2024 23:00,1402/10/20,50,SO,3,8.5,8.5,10.1,9.3,126.3,1.5,2024,1,3,2.53E-07
12,1/11/2024 12:00,1402/10/21,0,FG3,3,10.5,22,10.1,9.3,127.8,1.5,2024,1,4,49.99999925
1,1/12/2024 1:00,1402/10/22,0,FG3,3,12,24.5,10.1,9.3,127.8,1,2024,1,4,15.00000052
14,1/11/2024 14:00,1402/10/21,0,FG3,3,13,26.5,10.1,9.3,127,1.5,2024,1,4,17.49999996
15,1/11/2024 15:00,1402/10/21,0,FG3,3,12,28.5,10.1,9.3,127.8,1.5,2024,1,4,29.99999981
16,1/11/2024 16:00,1402/10/21,0,FG3,3,12,29.5,10.1,9.3,124.5,1.5,2024,1,4,49.9999997
17,1/11/2024 17:00,1402/10/21,0,FG3,3,11,31.5,10.1,9.3,125.3,1.5,2024,1,4,62.99999981
18,1/11/2024 18:00,1402/10/21,0,FG3,3,9,34,10.1,9.3,126.2,2.5,2024,1,4,63
7,1/12/2024 7:00,1402/10/22,0,FG3,3,8,34,10.1,9.3,129.5,1,2024,1,4,63
20,1/11/2024 20:00,1402/10/21,0,FG3,3,8,39,10.1,9.3,125.5,2.5,2024,1,4,63
21,1/11/2024 21:00,1402/10/21,0,FG3,3,8.5,36.5,10.1,9.3,125.5,2.5,2024,1,4,130.999999
22,1/11/2024 22:00,1402/10/21,0,FG3,3,10,42,10.1,9.3,125.5,1.5,2024,1,4,131
23,1/11/2024 23:00,1402/10/21,0,FG3,3,9.5,35.5,10.1,9.3,126.3,1.5,2024,1,4,129.5
24,1/12/2024 0:00,1402/10/22,0,FG3,3,10,49,10.1,9.3,126.3,1.5,2024,1,5,61.00000102
1,1/13/2024 1:00,1402/10/23,0,FG3,3,10,55,10.4,9.45,127.8,1,2024,1,5,61
14,1/12/2024 14:00,1402/10/22,0,FG3,3,11,47.5,10.4,9.45,127,1.5,2024,1,5,60.00000001
15,1/12/2024 15:00,1402/10/22,0,FG3,3,10.5,57,10.4,9.45,127.8,1.5,2024,1,5,60
16,1/12/2024 16:00,1402/10/22,0,FG3,3,11,58,10.4,9.45,124.5,1.5,2024,1,5,60
17,1/12/2024 17:00,1402/10/22,0,FG3,3,10,61,10.4,9.45,126.2,1.5,2024,1,5,65.99999991
6,1/13/2024 6:00,1402/10/23,0,FG3,3,8,65,10.4,9.45,130.3,1,2024,1,5,66.99999999
19,1/12/2024 19:00,1402/10/22,0,FG3,3,7.5,64.5,10.4,9.45,125.5,2.5,2024,1,5,68.49999998
20,1/12/2024 20:00,1402/10/22,0,FG3,3,6.5,67.5,10.4,9.45,125.5,2.5,2024,1,5,67.00000002
21,1/12/2024 21:00,1402/10/22,0,FG3,3,9.5,51,10.7,9.6,125.5,2.5,2024,1,5,67
22,1/12/2024 22:00,1402/10/22,0,FG3,3,13,68.5,10.7,9.6,125.5,1.5,2024,1,5,67
11,1/13/2024 11:00,1402/10/23,0,FG3,3,12.5,36.5,10.7,9.6,127.8,1.5,2024,1,5,9.98E-07
12,1/13/2024 12:00,1402/10/23,0,FG3,3,13.5,39,10.7,9.6,127,1.5,2024,1,6,2.22E-22
1,1/14/2024 1:00,1402/10/24,0,FG3,3,14,40,10.7,9.6,127.8,1,2024,1,6,4.92E-38
14,1/13/2024 14:00,1402/10/23,0,FG3,3,14.5,38,10.7,9.6,127,1.5,2024,1,6,1.09E-53
15,1/13/2024 15:00,1402/10/23,0,FG3,3,14,42,10.7,9.6,127.8,1.5,2024,1,6,2.43E-69
4,1/14/2024 4:00,1402/10/24,0,FG3,3,13.5,43.5,10.7,9.6,127.8,1,2024,1,6,5.39E-85
17,1/13/2024 17:00,1402/10/23,0,FG3,3,12.5,49,10.7,9.6,126.2,1.5,2024,1,6,1.20E-100
6,1/14/2024 6:00,1402/10/24,0,FG3,3,11.5,55,10.7,9.6,127.8,1,2024,1,6,68.49999898
19,1/13/2024 19:00,1402/10/23,0,FG3,3,10.5,57.5,10.7,9.6,125.5,2.5,2024,1,6,67.50000001
20,1/13/2024 20:00,1402/10/23,0,FG3,3,9.5,59,10.7,9.6,125.5,2.5,2024,1,6,67.99999999
9,1/14/2024 9:00,1402/10/24,0,FG3,3,10.5,54.5,10.7,9.6,127.8,1,2024,1,6,68.49999999
10,1/14/2024 10:00,1402/10/24,0,FG3,3,13,49.5,10.7,9.6,127,1.5,2024,1,6,69.49999999
23,1/13/2024 23:00,1402/10/23,0,FG3,3,12.5,52.5,10.7,9.6,126.3,1.5,2024,1,6,50.00000029
12,1/14/2024 12:00,1402/10/24,0,FG3,3,14.5,53,10.7,9.6,127,1.5,2024,1,0,7.45E-07
13,1/14/2024 13:00,1402/10/24,0,FG3,3,14,50,10.7,9.6,126.2,1.5,2024,1,0,1.65E-22
2,1/15/2024 2:00,1402/10/25,0,FQ,3,13,57,10.7,9.6,124.5,1,2024,1,0,3.67E-38
15,1/14/2024 15:00,1402/10/24,0,FG3,3,13.5,60.5,10.7,9.6,126.2,1.5,2024,1,0,8.16E-54
16,1/14/2024 16:00,1402/10/24,0,FG3,3,12.5,60.5,10.7,9.6,127,1.5,2024,1,0,1.81E-69
5,1/15/2024 5:00,1402/10/25,27.5,FQ,3,12,58.5,10.7,9.6,126.2,1,2024,1,0,4.02E-85
18,1/14/2024 18:00,1402/10/24,68.5,SO,3,11,66,10.7,9.6,127.8,2.5,2024,1,0,8.93E-101
19,1/14/2024 19:00,1402/10/24,68.5,SO,3,10.5,67,10.7,9.6,127.2,2.5,2024,1,0,1.98E-116
20,1/14/2024 20:00,1402/10/24,69,SO,3,10.5,60.5,10.7,9.6,127.2,2.5,2024,1,0,4.40E-132
21,1/14/2024 21:00,1402/10/24,69.5,SO,3,13.5,41.5,10.7,9.6,127.2,2.5,2024,1,0,9.78E-148
10,1/15/2024 10:00,1402/10/25,0,FQ,3,14,45.5,10.7,9.6,126.2,1.5,2024,1,0,2.17E-163
23,1/14/2024 23:00,1402/10/24,0,FQ,3,15.5,37.5,10.7,9.6,123,1.5,2024,1,0,4.82E-179
12,1/15/2024 12:00,1402/10/25,0,FQ,3,15.5,38,10.7,9.6,125.3,1.5,2024,1,1,1.07E-194
13,1/15/2024 13:00,1402/10/25,0,FQ,3,15.5,40.5,10.7,9.6,124.5,1.5,2024,1,1,2.38E-210
14,1/15/2024 14:00,1402/10/25,0,FQ,3,16,46,10.7,9.6,124.5,1.5,2024,1,1,5.28E-226
15,1/15/2024 15:00,1402/10/25,0,FQ,3,15.5,49,10.7,9.6,124.5,1.5,2024,1,1,1.17E-241
16,1/15/2024 16:00,1402/10/25,0,FQ,3,15,55,10.7,9.6,125.3,1.5,2024,1,1,2.60E-257
5,1/16/2024 5:00,1402/10/26,0,FQ,3,14,53,10.7,9.6,126.2,1,2024,1,1,5.78E-273
6,1/16/2024 6:00,1402/10/26,0,FQ,3,12,57,10.7,9.6,127,1,2024,1,1,1.28E-288
7,1/16/2024 7:00,1402/10/26,0,FQ,3,11,61.5,10.7,9.6,126.2,1,2024,1,1,2.85E-304
8,1/16/2024 8:00,1402/10/26,0,FQ,3,11.5,58,10.7,9.6,125.3,1,2024,1,1,6.324e-320
9,1/16/2024 9:00,1402/10/26,0,FQ,3,12.5,50,10.7,9.6,127.8,1,2024,1,1,0
22,1/15/2024 22:00,1402/10/25,0,FQ,3,13.5,31,10.7,9.6,126.3,1.5,2024,1,1,0
11,1/16/2024 11:00,1402/10/26,0,FQ,3,14.5,30.5,10.7,9.6,125.3,1.5,2024,1,1,0
12,1/16/2024 12:00,1402/10/26,0,FQ,3,14,43,10.7,9.6,125.3,1.5,2024,1,2,0
1,1/17/2024 1:00,1402/10/27,0,FQ,3,13.5,42.5,10.7,9.6,127.8,1,2024,1,2,0
14,1/16/2024 14:00,1402/10/26,0,FQ,3,14,39,10.7,9.6,124.5,1.5,2024,1,2,0
3,1/17/2024 3:00,1402/10/27,0,FQ,3,13,45.5,10.7,9.6,128.7,1,2024,1,2,0
16,1/16/2024 16:00,1402/10/26,0,FQ,3,12,49.5,10.7,9.6,125.3,1.5,2024,1,2,0
5,1/17/2024 5:00,1402/10/27,0,FQ,3,10.5,53,10.7,9.6,128.7,1,2024,1,2,0
6,1/17/2024 6:00,1402/10/27,0,FQ,3,8,52.5,10.7,9.6,128.7,1,2024,1,2,0
19,1/16/2024 19:00,1402/10/26,0,FQ,3,7,54.5,10.7,9.6,125.5,2.5,2024,1,2,0
20,1/16/2024 20:00,1402/10/26,0,FQ,3,8,54.5,10.7,9.6,126.3,2.5,2024,1,2,0
21,1/16/2024 21:00,1402/10/26,0,FQ,3,11.5,27.5,10.7,9.6,126.3,2.5,2024,1,2,0
22,1/16/2024 22:00,1402/10/26,0,FQ,3,11.5,23.5,10.7,9.6,126.3,1.5,2024,1,2,0
11,1/17/2024 11:00,1402/10/27,0,FO,3,11.5,28.5,10.7,9.6,128.7,1.5,2024,1,2,0
12,1/17/2024 12:00,1402/10/27,0,FO,3,10.5,46.5,10.7,9.6,127.8,1.5,2024,1,3,0
13,1/17/2024 13:00,1402/10/27,0,FO,3,11,45,10.7,9.6,127.8,1.5,2024,1,3,0
14,1/17/2024 14:00,1402/10/27,0,FO,3,11.5,44,10.7,9.6,127.8,1.5,2024,1,3,0
15,1/17/2024 15:00,1402/10/27,0,FO,3,11.5,47,10.7,9.6,128.7,1.5,2024,1,3,0
16,1/17/2024 16:00,1402/10/27,0,FO,3,11,55,10.7,9.6,128.7,1.5,2024,1,3,0
5,1/18/2024 5:00,1402/10/28,0,FO,3,9,60,10.7,9.6,128.7,1,2024,1,3,27.49999959
18,1/17/2024 18:00,1402/10/27,0,FO,3,7,70.5,10.7,9.6,124.5,2.5,2024,1,3,68.49999939
7,1/18/2024 7:00,1402/10/28,0,FO,3,6.5,73,10.7,9.6,128.7,1,2024,1,3,68.5
8,1/18/2024 8:00,1402/10/28,0,FO,3,8,67.5,10.7,9.6,127.8,1,2024,1,3,68.99999999
9,1/18/2024 9:00,1402/10/28,0,FO,3,9.5,50.5,10.7,9.6,126.2,1,2024,1,3,69.49999999
22,1/17/2024 22:00,1402/10/27,0,FO,3,7.5,40,10.7,9.6,124.7,1.5,2024,1,3,1.04E-06
11,1/18/2024 11:00,1402/10/28,15,FO,3,10.5,39,10.7,9.6,128.7,1.5,2024,1,3,2.30E-22
12,1/18/2024 12:00,1402/10/28,72.5,LA,3,12,37.5,10.7,9.6,127.8,1.5,2024,1,4,5.11E-38
13,1/18/2024 13:00,1402/10/28,77.5,LA,3,11.5,41,10.15,9.15,127.8,1.5,2024,1,4,1.13E-53
14,1/18/2024 14:00,1402/10/28,100,LA,3,12,39.5,10.15,9.15,127.8,1.5,2024,1,4,2.52E-69
15,1/18/2024 15:00,1402/10/28,109,SO,3,12.5,41,8.35,7.9,128.7,1.5,2024,1,4,5.59E-85
16,1/18/2024 16:00,1402/10/28,100,SO,3,11.5,45.5,8.35,7.9,128.7,1.5,2024,1,4,1.24E-100
17,1/18/2024 17:00,1402/10/28,105,SO,3,9.5,54.5,8.35,7.9,128.7,1.5,2024,1,4,2.76E-116
18,1/18/2024 18:00,1402/10/28,111,LG3,3,8.5,56.5,8.35,7.9,124.5,2.5,2024,1,4,6.12E-132
7,1/19/2024 7:00,1402/10/29,113,LG3,3,7,65,9.35,8.6,128.7,1,2024,1,4,1.36E-147
20,1/18/2024 20:00,1402/10/28,111.5,LG3,3,7.5,63.5,9.35,8.6,123,2.5,2024,1,4,3.02E-163
9,1/19/2024 9:00,1402/10/29,111.5,LG3,3,9.5,46,9.35,8.6,126.2,1,2024,1,4,6.70E-179
10,1/19/2024 10:00,1402/10/29,117.5,LG3,3,11.5,32,9.35,8.6,124.5,1.5,2024,1,4,1.49E-194
23,1/18/2024 23:00,1402/10/28,117.5,LG3,3,12,35,10.2,9.05,125.5,1.5,2024,1,4,3.30E-210
24,1/19/2024 0:00,1402/10/29,124,SO,3,11,34,10.2,9.05,125.5,1.5,2024,1,5,7.33E-226
