HOUR,DATE_MILADI,DATE_SHAMSI,POWER,CODE,UNIT_NO,DAMA,ROTOOBAT,12209_G13,12210_G13,ebraz,importance_factor,year,month,dayofweek,DECLARED
14,5/9/2024 14:00,1403/02/20,0,FQ,3,22,17.5,10.2,7.2,118,1.5,2024,5,4,1.00E-53
15,5/9/2024 15:00,1403/02/20,0,FQ,3,21,21.5,10.2,7.2,118,1.5,2024,5,4,2.23E-69
4,5/10/2024 4:00,1403/02/21,0,FQ,3,20,21,10.2,7.2,124.6,1,2024,5,4,4.95E-85
17,5/9/2024 17:00,1403/02/20,0,FQ,3,19.5,25,10.2,7.2,119.6,1.5,2024,5,4,1.10E-100
18,5/9/2024 18:00,1403/02/20,0,FQ,3,19.5,29,10.2,7.2,119,1.5,2024,5,4,2.44E-116
19,5/9/2024 19:00,1403/02/20,0,FQ,3,20.5,25,10.2,7.2,119,1.5,2024,5,4,5.42E-132
20,5/9/2024 20:00,1403/02/20,0,FQ,3,20,22.5,10.2,7.2,119.8,1.5,2024,5,4,1.20E-147
9,5/10/2024 9:00,1403/02/21,0,FQ,3,21.5,19.5,10.2,7.2,119.6,1,2024,5,4,2.67E-163
10,5/10/2024 10:00,1403/02/21,0,FQ,3,22,21.5,10.2,7.2,118.8,1.5,2024,5,4,5.93E-179
11,5/10/2024 11:00,1403/02/21,0,FQ,3,22,21.5,10.2,7.2,118.8,1.5,2024,5,4,1.32E-194
24,5/10/2024 0:00,1403/02/21,0,FQ,3,24,18,10.2,7.2,121.5,1.5,2024,5,5,2.92E-210
1,5/11/2024 1:00,1403/02/22,0,FQ,3,23.5,20,10.2,7.2,126.3,1,2024,5,5,6.49E-226
2,5/11/2024 2:00,1403/02/22,0,FQ,3,22.5,22,10.2,7.2,126.3,1,2024,5,5,1.44E-241
3,5/11/2024 3:00,1403/02/22,20,LA,3,22.5,21.5,10.2,7.2,126.3,1,2024,5,5,3.20E-257
16,5/10/2024 16:00,1403/02/21,20,FQ,3,22.5,22.5,10.2,7.2,118.8,1.5,2024,5,5,7.11E-273
5,5/11/2024 5:00,1403/02/22,30,LA,3,21.5,27.5,10.2,7.2,126.3,1,2024,5,5,1.58E-288
6,5/11/2024 6:00,1403/02/22,45,LA,3,22,29,10.2,7.2,126.3,1,2024,5,5,3.50E-304
19,5/10/2024 19:00,1403/02/21,60,FQ,3,23,28,10,7.85,119,1.5,2024,5,5,7.7786e-320
20,5/10/2024 20:00,1403/02/21,55,FQ,3,23,23,10,7.85,119.8,1.5,2024,5,5,0
21,5/10/2024 21:00,1403/02/21,55,FQ,3,23.5,21.5,10,7.85,119.8,2.5,2024,5,5,0
22,5/10/2024 22:00,1403/02/21,55,FQ,3,24.5,20,10,7.85,120.6,2.5,2024,5,5,0
11,5/11/2024 11:00,1403/02/22,55,LA,3,25.5,21,9.8,7.6,116.3,1.5,2024,5,5,0
24,5/11/2024 0:00,1403/02/22,112,LF1,3,26.5,15.5,9.8,7.6,121.5,1.5,2024,5,6,0
13,5/11/2024 13:00,1403/02/22,55,LA,3,26,16,10,8.45,115.5,1.5,2024,5,6,0
2,5/12/2024 2:00,1403/02/23,55,FO,3,25.5,18.5,10,8.45,123.8,1,2024,5,6,0
3,5/12/2024 3:00,1403/02/23,55,FO,3,25,20.5,10.55,8.75,123.8,1,2024,5,6,0
4,5/12/2024 4:00,1403/02/23,55,FO,3,24.5,23,10.55,8.75,123.8,1,2024,5,6,0
5,5/12/2024 5:00,1403/02/23,55,FO,3,26,21.5,10.55,8.75,123.8,1,2024,5,6,0
6,5/12/2024 6:00,1403/02/23,55,FO,3,24,27,10.55,8.75,123.8,1,2024,5,6,0
7,5/12/2024 7:00,1403/02/23,56,FO,3,22,27.5,10.45,8.7,121.3,1,2024,5,6,0
8,5/12/2024 8:00,1403/02/23,59.5,FO,3,24,19,10.45,8.7,118.8,1,2024,5,6,0
9,5/12/2024 9:00,1403/02/23,60.5,FO,3,26,16.5,10.45,8.7,117.1,1,2024,5,6,0
10,5/12/2024 10:00,1403/02/23,61,FO,3,26.5,18.5,10.45,8.7,116.3,1.5,2024,5,6,0
23,5/11/2024 23:00,1403/02/22,61.5,LF1,3,27,17,10.45,8.7,120.6,1.5,2024,5,6,0
12,5/12/2024 12:00,1403/02/23,61.5,FO,3,27.5,11.5,10.45,8.7,114.6,1.5,2024,5,0,0
13,5/12/2024 13:00,1403/02/23,61,FO,3,27.5,14,10.5,8.7,113.8,1.5,2024,5,0,0
2,5/13/2024 2:00,1403/02/24,82.5,LF1,3,28,16.5,10.5,8.7,123.8,1,2024,5,0,0
3,5/13/2024 3:00,1403/02/24,84,LF1,3,27,17.5,10.5,8.75,123.8,1,2024,5,0,0
4,5/13/2024 4:00,1403/02/24,96.5,LF1,3,27,19.5,10.5,8.75,123.8,1,2024,5,0,0
17,5/12/2024 17:00,1403/02/23,116.5,SO,3,25.5,20.5,10.5,8.75,115.5,1.5,2024,5,0,0
6,5/13/2024 6:00,1403/02/24,117.5,LF1,3,25,21.5,10.5,8.75,123.8,1,2024,5,0,0
19,5/12/2024 19:00,1403/02/23,118,SO,3,25,27.5,10.65,8.9,117.3,1.5,2024,5,0,0
8,5/13/2024 8:00,1403/02/24,120.5,LF1,3,26.5,20.5,10.65,8.9,118.8,1,2024,5,0,0
9,5/13/2024 9:00,1403/02/24,120,LF1,3,27,17,10.65,8.9,117.1,1,2024,5,0,0
10,5/13/2024 10:00,1403/02/24,118,LF1,3,28,13.5,10.65,8.9,116.3,1.5,2024,5,0,0
23,5/12/2024 23:00,1403/02/23,118.5,LF1,3,27.5,12,10.7,8.9,119,1.5,2024,5,0,0
24,5/13/2024 0:00,1403/02/24,118.5,LF1,3,30.5,18,10.7,8.9,119,1.5,2024,5,1,0
1,5/14/2024 1:00,1403/02/25,118,LF1,3,29,20.5,10.6,8.9,123.8,1,2024,5,1,0
2,5/14/2024 2:00,1403/02/25,117.5,LF1,3,28.5,19.5,10.6,8.9,123.8,1,2024,5,1,0
3,5/14/2024 3:00,1403/02/25,118.5,LF1,3,28,19.5,10.45,8.85,123.8,1,2024,5,1,19.9999997
4,5/14/2024 4:00,1403/02/25,119,LF1,3,28,23,10.45,8.85,123.8,1,2024,5,1,20
5,5/14/2024 5:00,1403/02/25,120.5,LF1,3,27,28,10.45,8.85,123.8,1,2024,5,1,29.99999985
6,5/14/2024 6:00,1403/02/25,120,LF1,3,26.5,26,10.45,8.85,123.8,1,2024,5,1,44.99999978
7,5/14/2024 7:00,1403/02/25,120.5,LF1,3,26,29,10.6,8.85,121.3,1,2024,5,1,59.99999978
8,5/14/2024 8:00,1403/02/25,120,LF1,3,25.5,23,10.6,8.85,118.8,1,2024,5,1,55.00000007
9,5/14/2024 9:00,1403/02/25,120.5,LF1,3,26,27,10.6,8.85,117.1,1,2024,5,1,55
10,5/14/2024 10:00,1403/02/25,120.5,LF1,3,27,24.5,10.6,8.85,116.3,1.5,2024,5,1,55
23,5/13/2024 23:00,1403/02/24,122,LF1,3,26,28.5,10.7,8.85,119,1.5,2024,5,1,55
12,5/14/2024 12:00,1403/02/25,114.5,LF1,3,24.5,37,10.7,8.85,114.6,1.5,2024,5,2,111.9999992
13,5/14/2024 13:00,1403/02/25,115,LF1,3,23.5,41.5,10.9,8.85,113.8,1.5,2024,5,2,55.00000085
2,5/15/2024 2:00,1403/02/26,115.5,LF1,3,22.5,46.5,10.9,8.85,123,1,2024,5,2,55
3,5/15/2024 3:00,1403/02/26,118,LF1,3,22,45,10.7,8.9,123,1,2024,5,2,55
4,5/15/2024 4:00,1403/02/26,115,LF1,3,22,44.5,10.7,8.9,123,1,2024,5,2,55
17,5/14/2024 17:00,1403/02/25,114,LF1,3,21.5,45,10.7,8.9,115.5,1.5,2024,5,2,55
18,5/14/2024 18:00,1403/02/25,109,LF1,3,22,48,10.7,8.9,116.5,1.5,2024,5,2,55
19,5/14/2024 19:00,1403/02/25,118.5,LF1,3,23,41,10.65,9.05,117.3,1.5,2024,5,2,55.99999999
20,5/14/2024 20:00,1403/02/25,124,LF1,3,23,47,10.65,9.05,118.1,1.5,2024,5,2,59.49999995
9,5/15/2024 9:00,1403/02/26,123,LF1,3,24,40.5,10.65,9.05,117.1,1,2024,5,2,60.49999999
22,5/14/2024 22:00,1403/02/25,121.5,LF1,3,25,39,10.65,9.05,119,2.5,2024,5,2,60.99999999
11,5/15/2024 11:00,1403/02/26,120,LF1,3,26.5,36.5,10.75,8.9,115.5,1.5,2024,5,2,61.49999999
12,5/15/2024 12:00,1403/02/26,123.5,LF1,3,24.5,38.5,10.75,8.9,114.6,1.5,2024,5,3,61.5
13,5/15/2024 13:00,1403/02/26,123.5,LF1,3,25,41,10.8,8.95,113.8,1.5,2024,5,3,61.00000001
14,5/15/2024 14:00,1403/02/26,122.5,LF1,3,25.5,36.5,10.8,8.95,113,1.5,2024,5,3,82.49999968
15,5/15/2024 15:00,1403/02/26,122.5,LF1,3,24,46.5,10.45,8.95,113,1.5,2024,5,3,83.99999998
4,5/16/2024 4:00,1403/02/27,119.5,LF1,3,21.5,54,10.45,8.95,123,1,2024,5,3,96.49999981
17,5/15/2024 17:00,1403/02/26,122,LF1,3,20,63,10.45,8.95,115.5,1.5,2024,5,3,116.4999997
18,5/15/2024 18:00,1403/02/26,121.5,LF1,3,20,61.5,10.45,8.95,116.5,1.5,2024,5,3,117.5
19,5/15/2024 19:00,1403/02/26,121.5,LF1,3,20.5,64.5,10.9,9.05,117.3,1.5,2024,5,3,118
20,5/15/2024 20:00,1403/02/26,121,LF1,3,21,63,10.9,9.05,118.1,1.5,2024,5,3,120.5
9,5/16/2024 9:00,1403/02/27,122.5,LF1,3,22,53.5,10.9,9.05,117.1,1,2024,5,3,120
22,5/15/2024 22:00,1403/02/26,122.5,LF1,3,22,52.5,10.9,9.05,119,2.5,2024,5,3,118
11,5/16/2024 11:00,1403/02/27,123,LF1,3,24,40,10.6,9.05,115.5,1.5,2024,5,3,118.5
12,5/16/2024 12:00,1403/02/27,124,LF1,3,23,54.5,10.6,9.05,114.6,1.5,2024,5,4,118.5
1,5/17/2024 1:00,1403/02/28,125,LF1,3,24,56,10.6,9.1,123,1,2024,5,4,118
14,5/16/2024 14:00,1403/02/27,125,LF1,3,22.5,55.5,10.6,9.1,113,1.5,2024,5,4,117.5
15,5/16/2024 15:00,1403/02/27,126,LF1,3,21.5,60.5,10.75,9.15,113,1.5,2024,5,4,118.5
16,5/16/2024 16:00,1403/02/27,125,LF1,3,22,59,10.75,9.15,113.8,1.5,2024,5,4,119
5,5/17/2024 5:00,1403/02/28,125,LF1,3,22,60,10.75,9.15,123,1,2024,5,4,120.5
18,5/16/2024 18:00,1403/02/27,116.5,LF1,3,21,59,10.75,9.15,116.5,1.5,2024,5,4,120
19,5/16/2024 19:00,1403/02/27,117,LF1,3,20.5,63.5,10.9,9.1,117.3,1.5,2024,5,4,120.5
20,5/16/2024 20:00,1403/02/27,120.5,LF1,3,21,63,10.9,9.1,118.1,1.5,2024,5,4,120
21,5/16/2024 21:00,1403/02/27,121,LF1,3,21.5,60.5,10.9,9.1,118.1,2.5,2024,5,4,120.5
22,5/16/2024 22:00,1403/02/27,125.5,LF1,3,23,51.5,10.9,9.1,119,2.5,2024,5,4,120.5
11,5/17/2024 11:00,1403/02/28,124.5,LF1,3,24,48.5,10.9,8.95,115.5,1.5,2024,5,4,122
12,5/17/2024 12:00,1403/02/28,115,LF1,3,24.5,39.5,10.9,8.95,114.6,1.5,2024,5,5,114.5000001
1,5/18/2024 1:00,1403/02/29,115,LF1,3,25,39,10.4,8.6,123,1,2024,5,5,115
14,5/17/2024 14:00,1403/02/28,114.5,LF1,3,25,40.5,10.4,8.6,113,1.5,2024,5,5,115.5
15,5/17/2024 15:00,1403/02/28,114,LF1,3,25.5,41.5,10.3,8.65,113,1.5,2024,5,5,118
16,5/17/2024 16:00,1403/02/28,115,LF1,3,25,42.5,10.3,8.65,113.8,1.5,2024,5,5,115
17,5/17/2024 17:00,1403/02/28,115.5,LF1,3,24.5,43.5,10.3,8.65,115.5,1.5,2024,5,5,114
18,5/17/2024 18:00,1403/02/28,114.5,LF1,3,24,45.5,10.3,8.65,116.5,1.5,2024,5,5,109.0000001
7,5/18/2024 7:00,1403/02/29,115,LF1,3,24.5,41.5,10.7,8.95,120.5,1,2024,5,5,118.4999999
20,5/17/2024 20:00,1403/02/28,116,LF1,3,24,39.5,10.7,8.95,118.1,1.5,2024,5,5,123.9999999
21,5/17/2024 21:00,1403/02/28,116.5,LF1,3,25.5,33.5,10.7,8.95,118.1,2.5,2024,5,5,123
10,5/18/2024 10:00,1403/02/29,117,LF1,3,26,30,10.7,8.95,116.3,1.5,2024,5,5,121.5
23,5/17/2024 23:00,1403/02/28,109,LF1,3,26.5,31,9.9,8.3,119,1.5,2024,5,5,120
12,5/18/2024 12:00,1403/02/29,114.5,LF1,3,25.5,24,9.9,8.3,114.6,1.5,2024,5,6,123.4999999
13,5/18/2024 13:00,1403/02/29,116,LF1,3,25,28,10.35,8.65,113.8,1.5,2024,5,6,123.5
14,5/18/2024 14:00,1403/02/29,116.5,LF1,3,24.5,25.5,10.35,8.65,113,1.5,2024,5,6,122.5
15,5/18/2024 15:00,1403/02/29,116,LF1,3,25,24,10.35,8.65,113,1.5,2024,5,6,122.5
16,5/18/2024 16:00,1403/02/29,116,LF1,3,23.5,27.5,10.35,8.65,113.8,1.5,2024,5,6,119.5
5,5/19/2024 5:00,1403/02/30,112.5,LF1,3,23.5,27,10.35,8.65,123.8,1,2024,5,6,122
6,5/19/2024 6:00,1403/02/30,113,LF1,3,22.5,29,10.35,8.65,123,1,2024,5,6,121.5
7,5/19/2024 7:00,1403/02/30,124,LF1,3,23,31,10.65,9,121.3,1,2024,5,6,121.5
8,5/19/2024 8:00,1403/02/30,122.5,LF1,3,23.5,24.5,10.65,9,119.6,1,2024,5,6,121
9,5/19/2024 9:00,1403/02/30,120.5,LF1,3,24.5,22.5,10.65,9,118.8,1,2024,5,6,122.5
22,5/18/2024 22:00,1403/02/29,119.5,LF1,3,25,20.5,10.65,9,119,2.5,2024,5,6,122.5
11,5/19/2024 11:00,1403/02/30,118,LF1,3,25.5,19,10.8,8.95,116.3,1.5,2024,5,6,123
12,5/19/2024 12:00,1403/02/30,115,LF1,3,26.5,24,10.8,8.95,115.5,1.5,2024,5,0,124
13,5/19/2024 13:00,1403/02/30,121.5,LF1,3,25.5,24.5,10.05,8.05,115.5,1.5,2024,5,0,125
14,5/19/2024 14:00,1403/02/30,120.5,LF1,3,25.5,25,10.05,8.05,114.6,1.5,2024,5,0,125
3,5/20/2024 3:00,1403/02/31,120,FA,3,24,28,9.8,7.85,0,1,2024,5,0,0
4,5/20/2024 4:00,1403/02/31,120,SO,3,24,27,9.8,7.85,123.8,1,2024,5,0,125
5,5/20/2024 5:00,1403/02/31,116.5,SO,3,23.5,29,9.8,7.85,123.8,1,2024,5,0,125
6,5/20/2024 6:00,1403/02/31,119.5,SO,3,23,25.5,9.8,7.85,123,1,2024,5,0,116.5000001
7,5/20/2024 7:00,1403/02/31,123.5,SO,3,23.5,28.5,10.9,8.9,121.3,1,2024,5,0,117
8,5/20/2024 8:00,1403/02/31,121.5,SO,3,25,20.5,10.9,8.9,119.6,1,2024,5,0,120.4999999
21,5/19/2024 21:00,1403/02/30,120,LF1,3,25.5,21,10.9,8.9,118.1,2.5,2024,5,0,121
22,5/19/2024 22:00,1403/02/30,117.5,LF1,3,26.5,18.5,10.9,8.9,119.8,2.5,2024,5,0,125.4999999
23,5/19/2024 23:00,1403/02/30,112.5,LF1,3,26.5,23,10.55,8.8,119.8,1.5,2024,5,0,124.5
12,5/20/2024 12:00,1403/02/31,115,SO,3,27,20.5,10.55,8.8,115.5,1.5,2024,5,1,115.0000001
1,5/21/2024 1:00,1403/03/01,115,LF1,3,26.5,20.5,10.65,8.75,123.8,1.5,2024,5,1,115
14,5/20/2024 14:00,1403/02/31,113.5,SO,3,26,23,10.65,8.75,114.6,1.5,2024,5,1,114.5
15,5/20/2024 15:00,1403/02/31,113.5,LF1,3,25.5,21,10.2,8.6,114.6,1.5,2024,5,1,114
16,5/20/2024 16:00,1403/02/31,113.5,LF1,3,25,20.5,10.2,8.6,114.6,1.5,2024,5,1,115
17,5/20/2024 17:00,1403/02/31,113.5,LF1,3,24,26.5,10.2,8.6,116.3,1.5,2024,5,1,115.5
6,5/21/2024 6:00,1403/03/01,116,LF1,3,22.5,28.5,10.2,8.6,123,1,2024,5,1,114.5
19,5/20/2024 19:00,1403/02/31,116.5,LF1,3,23.5,26.5,10.65,8.9,117.3,1.5,2024,5,1,115
20,5/20/2024 20:00,1403/02/31,119.5,LF1,3,25.5,21,10.65,8.9,117.3,1.5,2024,5,1,116
21,5/20/2024 21:00,1403/02/31,120.5,LF1,3,28,18,10.65,8.9,118.1,2.5,2024,5,1,116.5
22,5/20/2024 22:00,1403/02/31,119,LF1,3,27,16.5,10.65,8.9,119.8,2.5,2024,5,1,117
11,5/21/2024 11:00,1403/03/01,113,LF1,3,27.5,17,10.9,8.75,114.6,1.5,2024,5,1,109.0000001
24,5/21/2024 0:00,1403/03/01,118,LF1,3,28,18.5,10.9,8.75,118.1,1.5,2024,5,2,114.4999999
13,5/21/2024 13:00,1403/03/01,116,LF1,3,27.5,19.5,10.9,8.8,114.6,2.5,2024,5,2,116
14,5/21/2024 14:00,1403/03/01,117,LF1,3,27.5,22,10.9,8.8,113.8,2.5,2024,5,2,116.5
15,5/21/2024 15:00,1403/03/01,117.5,LF1,3,27,22,10.25,8.45,113.8,2.5,2024,5,2,116
16,5/21/2024 16:00,1403/03/01,107,LF1,3,27,21.5,10.25,8.45,113.8,2.5,2024,5,2,116
5,5/22/2024 5:00,1403/03/02,112,LF1,3,26,24,10.25,8.45,123.8,1,2024,5,2,112.5000001
18,5/21/2024 18:00,1403/03/01,114.5,LF1,3,25.5,24.5,10.25,8.45,114,1.5,2024,5,2,113
7,5/22/2024 7:00,1403/03/02,115,LF1,3,27,22,10.65,8.75,120.5,1,2024,5,2,123.9999998
20,5/21/2024 20:00,1403/03/01,115.5,LF1,3,26.5,18.5,10.65,8.75,116.5,1.5,2024,5,2,122.5
21,5/21/2024 21:00,1403/03/01,114,LF1,3,28.5,18,10.65,8.75,117.3,1.5,2024,5,2,120.5
22,5/21/2024 22:00,1403/03/01,114.5,LF1,3,28.5,16.5,10.65,8.75,117.3,1.5,2024,5,2,119.5
11,5/22/2024 11:00,1403/03/02,110,LF1,3,29,17.5,10.85,8.85,114.6,1.5,2024,5,2,118
12,5/22/2024 12:00,1403/03/02,108,LF1,3,28.5,15,10.85,8.85,114.6,1.5,2024,5,3,115
13,5/22/2024 13:00,1403/03/02,110.5,LF1,3,28,15.5,10.95,8.85,114.6,2.5,2024,5,3,121.4999999
2,5/23/2024 2:00,1403/03/03,111,LF1,3,28,19.5,10.95,8.85,123.8,1.5,2024,5,3,120.5
3,5/23/2024 3:00,1403/03/03,109,LF1,3,28,19.5,10.55,8.45,123.8,1,2024,5,3,120
4,5/23/2024 4:00,1403/03/03,108,LF1,3,27,24.5,10.55,8.45,123.8,1,2024,5,3,120
5,5/23/2024 5:00,1403/03/03,109,LF1,3,27,23,10.55,8.45,123.8,1,2024,5,3,116.5000001
18,5/22/2024 18:00,1403/03/02,110,LF1,3,27,23.5,10.55,8.45,114,1.5,2024,5,3,119.5
19,5/22/2024 19:00,1403/03/02,111,LF1,3,25.5,25.5,11,8.85,114.8,1.5,2024,5,3,123.4999999
8,5/23/2024 8:00,1403/03/03,115.5,LF1,3,27,18,11,8.85,118,1,2024,5,3,121.5
21,5/22/2024 21:00,1403/03/02,113.5,LF1,3,28.5,16.5,11,8.85,117.3,1.5,2024,5,3,120
10,5/23/2024 10:00,1403/03/03,114.5,LF1,3,28,15.5,11,8.85,115.5,1.5,2024,5,3,117.5
11,5/23/2024 11:00,1403/03/03,115.5,LF1,3,28,15.5,10.95,8.75,114.6,1.5,2024,5,3,112.5000001
12,5/23/2024 12:00,1403/03/03,116,LF1,3,28,20,10.95,8.75,114.6,1.5,2024,5,4,115
13,5/23/2024 13:00,1403/03/03,115.5,LF1,3,30.5,21.5,11,8.8,114.6,2.5,2024,5,4,115
14,5/23/2024 14:00,1403/03/03,115.5,LF1,3,29.5,21,11,8.8,113.8,2.5,2024,5,4,113.5
15,5/23/2024 15:00,1403/03/03,115.5,LF1,3,29,21,10.85,8.7,113.8,2.5,2024,5,4,113.5
16,5/23/2024 16:00,1403/03/03,117,LF1,3,28.5,24.5,10.85,8.7,113.8,2.5,2024,5,4,113.5
5,5/24/2024 5:00,1403/03/04,112.5,LF1,3,24.5,28.5,10.85,8.7,123,1,2024,5,4,113.5
6,5/24/2024 6:00,1403/03/04,115.5,LF1,3,25,27,10.85,8.7,123,1,2024,5,4,116
19,5/23/2024 19:00,1403/03/03,116.5,LF1,3,26,26.5,11.05,8.85,114.8,1.5,2024,5,4,116.5
8,5/24/2024 8:00,1403/03/04,116,LF1,3,26,22,11.05,8.85,118,1,2024,5,4,119.5
9,5/24/2024 9:00,1403/03/04,115.5,LF1,3,27,18.5,11.05,8.85,116.3,1.5,2024,5,4,120.5
22,5/23/2024 22:00,1403/03/03,118,LF1,3,27,17,11.05,8.85,117.3,1.5,2024,5,4,119
23,5/23/2024 23:00,1403/03/03,118,LF1,3,28.5,17.5,10.65,8.7,118.1,1.5,2024,5,4,113.0000001
24,5/24/2024 0:00,1403/03/04,116,LF1,3,28,17,10.65,8.7,118.1,1.5,2024,5,5,117.9999999
13,5/24/2024 13:00,1403/03/04,116,LF1,3,27,17.5,10.7,8.6,113.8,2.5,2024,5,5,116
14,5/24/2024 14:00,1403/03/04,107,LF1,3,27.5,15,10.7,8.6,113.8,2.5,2024,5,5,117
3,5/25/2024 3:00,1403/03/05,107,LF1,3,27,15.5,10.55,8.5,123,1,2024,5,5,117.5
16,5/24/2024 16:00,1403/03/04,107.5,LF1,3,26.5,19,10.55,8.5,113.8,2.5,2024,5,5,107.0000002
17,5/24/2024 17:00,1403/03/04,105,LF1,3,26,20.5,10.55,8.5,113.8,2.5,2024,5,5,111.9999999
6,5/25/2024 6:00,1403/03/05,105,LF1,3,25,22.5,10.55,8.5,123,1,2024,5,5,114.5
19,5/24/2024 19:00,1403/03/04,116.5,LF1,3,26,23,11.1,8.9,114.8,1.5,2024,5,5,115
20,5/24/2024 20:00,1403/03/04,115.5,LF1,3,28,17.5,11.1,8.9,116.5,1.5,2024,5,5,115.5
9,5/25/2024 9:00,1403/03/05,118.5,LF1,3,28.5,16,11.1,8.9,116.3,1.5,2024,5,5,114
10,5/25/2024 10:00,1403/03/05,115,LF1,3,29.5,15,11.1,8.9,115.5,1.5,2024,5,5,114.5
11,5/25/2024 11:00,1403/03/05,115.5,LF1,3,28.5,15.5,10.15,8.1,114.6,1.5,2024,5,5,110.0000001
12,5/25/2024 12:00,1403/03/05,104.5,LF1,3,30,12.5,10.15,8.1,113.8,1.5,2024,5,6,108
13,5/25/2024 13:00,1403/03/05,106,LF1,3,28.5,14,10.2,8.15,113.8,2.5,2024,5,6,110.5
14,5/25/2024 14:00,1403/03/05,106,LF1,3,28.5,14,10.2,8.15,113.8,2.5,2024,5,6,111
3,5/26/2024 3:00,1403/03/06,106.5,LF1,3,28.5,15.5,10.25,8.3,123,1,2024,5,6,109
16,5/25/2024 16:00,1403/03/05,107,LF1,3,28,14.5,10.25,8.3,113.8,2.5,2024,5,6,108
17,5/25/2024 17:00,1403/03/05,107,LF1,3,27.5,21.5,10.25,8.3,113.8,2.5,2024,5,6,109
6,5/26/2024 6:00,1403/03/06,107,LF1,3,26.5,20.5,10.25,8.3,123,1,2024,5,6,110
7,5/26/2024 7:00,1403/03/06,118.5,LF1,3,28,23.5,10.65,8.6,120.5,1,2024,5,6,111
20,5/25/2024 20:00,1403/03/05,116.5,LF1,3,28.5,16,10.65,8.6,116.5,1.5,2024,5,6,115.4999999
9,5/26/2024 9:00,1403/03/06,117,LF1,3,30,14.5,10.65,8.6,116.3,1.5,2024,5,6,113.5
22,5/25/2024 22:00,1403/03/05,114,LF1,3,30.5,14,10.65,8.6,117.3,1.5,2024,5,6,114.5
23,5/25/2024 23:00,1403/03/05,111.5,LF1,3,30.5,13.5,10.45,8.3,118.1,1.5,2024,5,6,115.5
12,5/26/2024 12:00,1403/03/06,103,LF1,3,31.5,10.5,10.45,8.3,113.8,1.5,2024,5,0,116
13,5/26/2024 13:00,1403/03/06,104.5,LF1,3,32,12.5,10.05,8.05,113.8,2.5,2024,5,0,115.5
14,5/26/2024 14:00,1403/03/06,107.5,LF1,3,32,13.5,10.05,8.05,113.8,2.5,2024,5,0,115.5
15,5/26/2024 15:00,1403/03/06,107.5,LF1,3,30.5,14.5,9.9,7.95,113.8,2.5,2024,5,0,115.5
16,5/26/2024 16:00,1403/03/06,106.5,LF1,3,29.5,14.5,9.9,7.95,113.8,2.5,2024,5,0,117
5,5/27/2024 5:00,1403/03/07,107,LF1,3,29.5,16.5,9.9,7.95,120.5,1,2024,5,0,112.5000001
6,5/27/2024 6:00,1403/03/07,109,LF1,3,28,18.5,9.9,7.95,120.5,1,2024,5,0,115.5
19,5/26/2024 19:00,1403/03/06,110,LF1,3,29.5,15.5,10.6,8.55,114.8,1.5,2024,5,0,116.5
8,5/27/2024 8:00,1403/03/07,109,LF1,3,30,12,10.6,8.55,115.5,1,2024,5,0,116
9,5/27/2024 9:00,1403/03/07,113,LF1,3,30,12.5,10.6,8.55,113.8,1.5,2024,5,0,115.5
22,5/26/2024 22:00,1403/03/06,111,LF1,3,31.5,10,10.6,8.55,117.3,1.5,2024,5,0,118
23,5/26/2024 23:00,1403/03/06,110.5,LF1,3,31,10.5,10.35,8.2,118.1,1.5,2024,5,0,118
24,5/27/2024 0:00,1403/03/07,108.5,LF1,3,32,4.5,10.35,8.2,114.8,1.5,2024,5,1,116
13,5/27/2024 13:00,1403/03/07,110,LF1,3,29.5,6.5,10.7,8.4,95,2.5,2024,5,1,116
14,5/27/2024 14:00,1403/03/07,110.5,LF1,3,29.5,8,10.7,8.4,95,2.5,2024,5,1,107.0000001
3,5/28/2024 3:00,1403/03/08,101.5,LF1,3,29,10,10.65,8.4,120.5,1,2024,5,1,107
16,5/27/2024 16:00,1403/03/07,104,LF1,3,28.5,11,10.65,8.4,95,2.5,2024,5,1,107.5
17,5/27/2024 17:00,1403/03/07,104,LF1,3,28,12.5,10.65,8.4,95,2.5,2024,5,1,105
18,5/27/2024 18:00,1403/03/07,104,LF1,3,28.5,12,10.65,8.4,95,1.5,2024,5,1,105
19,5/27/2024 19:00,1403/03/07,106.5,LF1,3,25,11,10.9,8.55,105,1.5,2024,5,1,116.4999998
8,5/28/2024 8:00,1403/03/08,106.5,LF1,3,29,9.5,10.9,8.55,115.5,1,2024,5,1,115.5
9,5/28/2024 9:00,1403/03/08,111,LF1,3,29,9.5,10.9,8.55,113.8,1.5,2024,5,1,118.5
22,5/27/2024 22:00,1403/03/07,107.5,LF1,3,30.5,8,10.9,8.55,114.8,1.5,2024,5,1,115.0000001
11,5/28/2024 11:00,1403/03/08,100,LF1,3,31,5,10.25,8.1,105,1.5,2024,5,1,115.5
24,5/28/2024 0:00,1403/03/08,104.5,LF1,3,30.5,10,10.25,8.1,114.8,1.5,2024,5,2,104.5000002
13,5/28/2024 13:00,1403/03/08,105,LF1,3,30,10,10.1,8.15,85,2.5,2024,5,2,106
14,5/28/2024 14:00,1403/03/08,105,LF1,3,29.5,9.5,10.1,8.15,85,2.5,2024,5,2,106
15,5/28/2024 15:00,1403/03/08,105.5,LF1,3,29,10,10.45,8.2,85,2.5,2024,5,2,106.5
