HOUR,DATE_MILADI,DATE_SHAMSI,POWER,CODE,UNIT_NO,DAMA,ROTOOBAT,12209_G13,12210_G13,practical,ebraz,importance_factor,DATE,MA
0,2023-12-02 00:00:00,1402/09/10,0,PO,3,9,93.0,16.2,9.1,,0.0,,2023-12-02,0
1,2023-12-02 01:00:00,1402/09/10,0,PO,3,9,92.0,16.2,9.1,,0.0,,2023-12-02,0
2,2023-12-02 02:00:00,1402/09/10,0,PO,3,8,93.0,16.2,9.1,,0.0,,2023-12-02,0
3,2023-12-02 03:00:00,1402/09/10,0,PO,3,7,90.0,16.2,9.1,,0.0,,2023-12-02,0
4,2023-12-02 04:00:00,1402/09/10,0,PO,3,6,91.0,16.2,9.1,,0.0,,2023-12-02,0
5,2023-12-02 05:00:00,1402/09/10,0,PO,3,6,95.0,16.2,9.1,,0.0,,2023-12-02,0
6,2023-12-02 06:00:00,1402/09/10,0,PO,3,6,96.0,16.2,9.1,,0.0,,2023-12-02,0
7,2023-12-02 07:00:00,1402/09/10,0,PO,3,9,67.0,16.2,9.1,,0.0,,2023-12-02,0
8,2023-12-02 08:00:00,1402/09/10,0,PO,3,15,10.0,16.2,9.1,,0.0,,2023-12-02,0
9,2023-12-02 09:00:00,1402/09/10,0,PO,3,17,9.0,16.2,9.1,,0.0,,2023-12-02,0
10,2023-12-02 10:00:00,1402/09/10,0,PO,3,20,9.0,16.2,9.1,,0.0,,2023-12-02,0
11,2023-12-02 11:00:00,1402/09/10,0,PO,3,23,9.0,16.2,9.1,,0.0,,2023-12-02,0
12,2023-12-02 12:00:00,1402/09/10,0,PO,3,23,7.0,16.2,9.1,,0.0,,2023-12-02,0
13,2023-12-02 13:00:00,1402/09/10,0,PO,3,23,10.0,16.2,9.1,,0.0,,2023-12-02,0
14,2023-12-02 14:00:00,1402/09/10,0,PO,3,24,12.0,16.2,9.1,,0.0,,2023-12-02,0
15,2023-12-02 15:00:00,1402/09/10,0,PO,3,22,21.0,16.2,9.1,,0.0,,2023-12-02,0
16,2023-12-02 16:00:00,1402/09/10,0,PO,3,18,30.0,16.2,9.1,,0.0,,2023-12-02,0
17,2023-12-02 17:00:00,1402/09/10,0,PO,3,15,40.0,16.2,9.1,,0.0,,2023-12-02,0
18,2023-12-02 18:00:00,1402/09/10,0,PO,3,14,54.0,16.2,9.1,,0.0,,2023-12-02,0
19,2023-12-02 19:00:00,1402/09/10,0,PO,3,13,65.0,16.2,9.1,,0.0,,2023-12-02,0
20,2023-12-02 20:00:00,1402/09/10,0,PO,3,11,68.0,16.2,9.1,,0.0,,2023-12-02,0
21,2023-12-02 21:00:00,1402/09/10,0,PO,3,9,73.0,16.2,9.1,,0.0,,2023-12-02,0
22,2023-12-02 22:00:00,1402/09/10,0,PO,3,9,71.0,16.2,9.1,,0.0,,2023-12-02,0
23,2023-12-02 23:00:00,1402/09/11,0,PO,3,8,73.0,16.2,9.1,,0.0,,2023-12-02,0
0,2023-12-03 00:00:00,1402/09/11,0,PO,3,8,74.0,16.2,9.1,,0.0,,2023-12-03,0
1,2023-12-03 01:00:00,1402/09/11,0,PO,3,7,76.0,16.2,9.1,,0.0,,2023-12-03,0
2,2023-12-03 02:00:00,1402/09/11,0,PO,3,7,76.0,16.2,9.1,,0.0,,2023-12-03,0
3,2023-12-03 03:00:00,1402/09/11,0,PO,3,6,84.0,16.2,9.1,,0.0,,2023-12-03,0
4,2023-12-03 04:00:00,1402/09/11,0,PO,3,5,83.0,16.2,9.1,,0.0,,2023-12-03,0
5,2023-12-03 05:00:00,1402/09/11,0,PO,3,5,80.0,16.2,9.1,,0.0,,2023-12-03,0
6,2023-12-03 06:00:00,1402/09/11,0,PO,3,5,82.0,16.2,9.1,,0.0,,2023-12-03,0
7,2023-12-03 07:00:00,1402/09/11,0,PO,3,9,57.0,16.2,9.1,,0.0,,2023-12-03,0
8,2023-12-03 08:00:00,1402/09/11,0,PO,3,13,12.0,16.2,9.1,,0.0,,2023-12-03,0
9,2023-12-03 09:00:00,1402/09/11,0,PO,3,16,5.0,16.2,9.1,,0.0,,2023-12-03,0
10,2023-12-03 10:00:00,1402/09/11,0,PO,3,19,8.0,16.2,9.1,,0.0,,2023-12-03,0
11,2023-12-03 11:00:00,1402/09/11,0,PO,3,22,11.0,16.2,9.1,,0.0,,2023-12-03,0
12,2023-12-03 12:00:00,1402/09/11,0,PO,3,23,6.0,16.2,9.1,,0.0,,2023-12-03,0
13,2023-12-03 13:00:00,1402/09/11,0,PO,3,24,7.0,16.2,9.1,,0.0,,2023-12-03,0
14,2023-12-03 14:00:00,1402/09/11,0,PO,3,24,8.0,16.2,9.1,,0.0,,2023-12-03,0
15,2023-12-03 15:00:00,1402/09/11,0,PO,3,23,16.0,16.2,9.1,,0.0,,2023-12-03,0
16,2023-12-03 16:00:00,1402/09/11,0,PO,3,17,20.0,16.2,9.1,,0.0,,2023-12-03,0
17,2023-12-03 17:00:00,1402/09/11,0,PO,3,14,32.0,16.2,9.1,,0.0,,2023-12-03,0
18,2023-12-03 18:00:00,1402/09/11,0,PO,3,14,37.0,16.2,9.1,,0.0,,2023-12-03,0
19,2023-12-03 19:00:00,1402/09/11,0,PO,3,11,52.0,16.2,9.1,,0.0,,2023-12-03,0
20,2023-12-03 20:00:00,1402/09/11,0,PO,3,10,55.0,16.2,9.1,,0.0,,2023-12-03,0
21,2023-12-03 21:00:00,1402/09/11,0,PO,3,9,56.0,16.2,9.1,,0.0,,2023-12-03,0
22,2023-12-03 22:00:00,1402/09/11,0,PO,3,9,56.0,16.2,9.1,,0.0,,2023-12-03,0
23,2023-12-03 23:00:00,1402/09/12,0,PO,3,8,62.0,16.2,9.1,,0.0,,2023-12-03,0
0,2023-12-04 00:00:00,1402/09/12,0,PO,3,7,64.0,16.2,9.1,,0.0,,2023-12-04,0
1,2023-12-04 01:00:00,1402/09/12,0,PO,3,6,65.0,16.2,9.1,,0.0,,2023-12-04,0
2,2023-12-04 02:00:00,1402/09/12,0,PO,3,6,68.0,16.2,9.1,,0.0,,2023-12-04,0
3,2023-12-04 03:00:00,1402/09/12,0,PO,3,6,68.0,16.2,9.1,,0.0,,2023-12-04,0
4,2023-12-04 04:00:00,1402/09/12,0,PO,3,5,67.0,16.2,9.1,,0.0,,2023-12-04,0
5,2023-12-04 05:00:00,1402/09/12,0,PO,3,5,67.0,16.2,9.1,,0.0,,2023-12-04,0
6,2023-12-04 06:00:00,1402/09/12,0,PO,3,5,67.0,16.2,9.1,,0.0,,2023-12-04,0
7,2023-12-04 07:00:00,1402/09/12,0,PO,3,10,45.0,16.2,9.1,,0.0,,2023-12-04,0
8,2023-12-04 08:00:00,1402/09/12,0,PO,3,13,30.0,16.2,9.1,,0.0,,2023-12-04,0
9,2023-12-04 09:00:00,1402/09/12,0,PO,3,15,5.0,16.2,9.1,,0.0,,2023-12-04,0
10,2023-12-04 10:00:00,1402/09/12,0,PO,3,19,4.0,16.2,9.1,,0.0,,2023-12-04,0
11,2023-12-04 11:00:00,1402/09/12,0,PO,3,22,4.0,16.2,9.1,,0.0,,2023-12-04,0
12,2023-12-04 12:00:00,1402/09/12,0,PO,3,24,10.0,16.2,9.1,,0.0,,2023-12-04,0
13,2023-12-04 13:00:00,1402/09/12,0,PO,3,25,10.0,16.2,9.1,,0.0,,2023-12-04,0
14,2023-12-04 14:00:00,1402/09/12,0,PO,3,25,12.0,16.2,9.1,,0.0,,2023-12-04,0
15,2023-12-04 15:00:00,1402/09/12,0,PO,3,24,19.0,16.2,9.1,,0.0,,2023-12-04,0
16,2023-12-04 16:00:00,1402/09/12,0,PO,3,20,28.0,16.2,9.1,,0.0,,2023-12-04,0
17,2023-12-04 17:00:00,1402/09/12,0,PO,3,16,36.0,16.2,9.1,,0.0,,2023-12-04,0
18,2023-12-04 18:00:00,1402/09/12,0,PO,3,15,38.0,16.2,9.1,,0.0,,2023-12-04,0
19,2023-12-04 19:00:00,1402/09/12,0,PO,3,13,40.0,16.2,9.1,,0.0,,2023-12-04,0
20,2023-12-04 20:00:00,1402/09/12,0,PO,3,11,45.0,16.2,9.1,,0.0,,2023-12-04,0
21,2023-12-04 21:00:00,1402/09/12,0,PO,3,11,54.0,16.2,9.1,,0.0,,2023-12-04,0
22,2023-12-04 22:00:00,1402/09/12,0,PO,3,10,52.0,16.2,9.1,,0.0,,2023-12-04,0
23,2023-12-04 23:00:00,1402/09/13,0,PO,3,9,52.0,16.2,9.1,,0.0,,2023-12-04,0
0,2023-12-05 00:00:00,1402/09/13,0,PO,3,8,63.0,11.1,9.6,,0.0,,2023-12-05,0
1,2023-12-05 01:00:00,1402/09/13,0,PO,3,8,62.0,11.1,9.6,,0.0,,2023-12-05,0
2,2023-12-05 02:00:00,1402/09/13,0,PO,3,7,63.0,11.1,9.6,,0.0,,2023-12-05,0
3,2023-12-05 03:00:00,1402/09/13,0,PO,3,7,66.0,11.1,9.6,,0.0,,2023-12-05,0
4,2023-12-05 04:00:00,1402/09/13,0,PO,3,7,58.0,11.1,9.6,,0.0,,2023-12-05,0
5,2023-12-05 05:00:00,1402/09/13,0,PO,3,7,55.0,11.1,9.6,,0.0,,2023-12-05,0
6,2023-12-05 06:00:00,1402/09/13,0,PO,3,6,58.0,11.1,9.6,,0.0,,2023-12-05,0
7,2023-12-05 07:00:00,1402/09/13,0,PO,3,8,57.0,11.1,9.6,,0.0,,2023-12-05,0
8,2023-12-05 08:00:00,1402/09/13,0,PO,3,11,30.0,11.1,9.6,,0.0,,2023-12-05,0
9,2023-12-05 09:00:00,1402/09/13,0,PO,3,16,12.0,11.1,9.6,,0.0,,2023-12-05,0
10,2023-12-05 10:00:00,1402/09/13,0,PO,3,18,10.0,11.1,9.6,,0.0,,2023-12-05,0
11,2023-12-05 11:00:00,1402/09/13,0,PO,3,20,11.0,11.1,9.6,,0.0,,2023-12-05,0
12,2023-12-05 12:00:00,1402/09/13,0,PO,3,22,11.0,11.1,9.6,,0.0,,2023-12-05,0
13,2023-12-05 13:00:00,1402/09/13,0,PO,3,24,12.0,11.1,9.6,,0.0,,2023-12-05,0
14,2023-12-05 14:00:00,1402/09/13,0,PO,3,24,14.0,11.1,9.6,,0.0,,2023-12-05,0
15,2023-12-05 15:00:00,1402/09/13,0,PO,3,22,24.0,11.1,9.6,,0.0,,2023-12-05,0
16,2023-12-05 16:00:00,1402/09/13,0,PO,3,18,35.0,11.1,9.6,,0.0,,2023-12-05,0
17,2023-12-05 17:00:00,1402/09/13,0,PO,3,15,42.0,11.1,9.6,,0.0,,2023-12-05,0
18,2023-12-05 18:00:00,1402/09/13,0,PO,3,15,45.0,11.1,9.6,,0.0,,2023-12-05,0
19,2023-12-05 19:00:00,1402/09/13,0,PO,3,13,47.0,11.1,9.6,,0.0,,2023-12-05,0
20,2023-12-05 20:00:00,1402/09/13,0,PO,3,12,48.0,11.1,9.6,,0.0,,2023-12-05,0
21,2023-12-05 21:00:00,1402/09/13,0,PO,3,11,48.0,11.1,9.6,,0.0,,2023-12-05,0
22,2023-12-05 22:00:00,1402/09/13,0,PO,3,9,56.0,11.1,9.6,,0.0,,2023-12-05,0
23,2023-12-05 23:00:00,1402/09/14,0,PO,3,10,58.0,11.1,9.6,,0.0,,2023-12-05,0
0,2023-12-06 00:00:00,1402/09/14,0,PO,3,8,60.0,11.1,9.6,,0.0,,2023-12-06,0
1,2023-12-06 01:00:00,1402/09/14,0,PO,3,7,63.0,11.1,9.6,,0.0,,2023-12-06,0
2,2023-12-06 02:00:00,1402/09/14,0,PO,3,7,64.0,11.1,9.6,,0.0,,2023-12-06,0
3,2023-12-06 03:00:00,1402/09/14,0,PO,3,7,64.0,11.1,9.6,,0.0,,2023-12-06,0
4,2023-12-06 04:00:00,1402/09/14,0,PO,3,7,70.0,11.1,9.6,,0.0,,2023-12-06,0
5,2023-12-06 05:00:00,1402/09/14,0,PO,3,6,71.0,11.1,9.6,,0.0,,2023-12-06,0
6,2023-12-06 06:00:00,1402/09/14,0,PO,3,5,72.0,11.1,9.6,,0.0,,2023-12-06,0
7,2023-12-06 07:00:00,1402/09/14,0,PO,3,10,65.0,11.1,9.6,,0.0,,2023-12-06,0
8,2023-12-06 08:00:00,1402/09/14,0,PO,3,13,16.0,11.1,9.6,,0.0,,2023-12-06,0
9,2023-12-06 09:00:00,1402/09/14,0,PO,3,20,3.0,11.1,9.6,,0.0,,2023-12-06,0
10,2023-12-06 10:00:00,1402/09/14,0,PO,3,23,9.0,11.1,9.6,,0.0,,2023-12-06,0
11,2023-12-06 11:00:00,1402/09/14,0,PO,3,23,9.0,11.1,9.6,,0.0,,2023-12-06,0
12,2023-12-06 12:00:00,1402/09/14,0,PO,3,25,5.0,11.1,9.6,,0.0,,2023-12-06,0
13,2023-12-06 13:00:00,1402/09/14,0,PO,3,25,7.0,11.1,9.6,,0.0,,2023-12-06,0
14,2023-12-06 14:00:00,1402/09/14,0,PO,3,25,8.0,11.1,9.6,,0.0,,2023-12-06,0
15,2023-12-06 15:00:00,1402/09/14,0,PO,3,23,13.0,11.1,9.6,,0.0,,2023-12-06,0
16,2023-12-06 16:00:00,1402/09/14,0,PO,3,20,20.0,11.1,9.6,,0.0,,2023-12-06,0
17,2023-12-06 17:00:00,1402/09/14,0,PO,3,18,28.0,11.1,9.6,,0.0,,2023-12-06,0
18,2023-12-06 18:00:00,1402/09/14,0,PO,3,14,37.0,11.1,9.6,,0.0,,2023-12-06,0
19,2023-12-06 19:00:00,1402/09/14,0,PO,3,13,38.0,11.1,9.6,,0.0,,2023-12-06,0
20,2023-12-06 20:00:00,1402/09/14,0,PO,3,11,46.0,11.1,9.6,,0.0,,2023-12-06,0
21,2023-12-06 21:00:00,1402/09/14,0,PO,3,10,45.0,11.1,9.6,,0.0,,2023-12-06,0
22,2023-12-06 22:00:00,1402/09/14,0,PO,3,10,45.0,11.1,9.6,,0.0,,2023-12-06,0
23,2023-12-06 23:00:00,1402/09/15,0,PO,3,9,56.0,11.1,9.6,,0.0,,2023-12-06,0
0,2023-12-07 00:00:00,1402/09/15,0,PO,3,9,57.0,11.1,9.6,,0.0,,2023-12-07,0
1,2023-12-07 01:00:00,1402/09/15,0,PO,3,8,59.0,11.1,9.6,,0.0,,2023-12-07,0
2,2023-12-07 02:00:00,1402/09/15,0,PO,3,7,57.0,11.1,9.6,,0.0,,2023-12-07,0
3,2023-12-07 03:00:00,1402/09/15,0,PO,3,7,59.0,11.1,9.6,,0.0,,2023-12-07,0
4,2023-12-07 04:00:00,1402/09/15,0,PO,3,7,60.0,11.1,9.6,,0.0,,2023-12-07,0
5,2023-12-07 05:00:00,1402/09/15,0,PO,3,6,63.0,11.1,9.6,,0.0,,2023-12-07,0
6,2023-12-07 06:00:00,1402/09/15,0,PO,3,6,63.0,11.1,9.6,,0.0,,2023-12-07,0
7,2023-12-07 07:00:00,1402/09/15,0,PO,3,8,55.0,11.1,9.6,,0.0,,2023-12-07,0
8,2023-12-07 08:00:00,1402/09/15,0,PO,3,13,19.0,11.1,9.6,,0.0,,2023-12-07,0
9,2023-12-07 09:00:00,1402/09/15,0,PO,3,17,5.0,11.1,9.6,,0.0,,2023-12-07,0
10,2023-12-07 10:00:00,1402/09/15,0,PO,3,21,4.0,11.1,9.6,,0.0,,2023-12-07,0
11,2023-12-07 11:00:00,1402/09/15,0,PO,3,23,4.0,11.1,9.6,,0.0,,2023-12-07,0
12,2023-12-07 12:00:00,1402/09/15,0,PO,3,25,7.0,11.1,9.6,,0.0,,2023-12-07,0
13,2023-12-07 13:00:00,1402/09/15,0,PO,3,25,9.0,11.1,9.6,,0.0,,2023-12-07,0
14,2023-12-07 14:00:00,1402/09/15,0,PO,3,24,11.0,11.1,9.6,,0.0,,2023-12-07,0
15,2023-12-07 15:00:00,1402/09/15,0,PO,3,24,17.0,11.1,9.6,,0.0,,2023-12-07,0
16,2023-12-07 16:00:00,1402/09/15,0,PO,3,19,27.0,11.1,9.6,,0.0,,2023-12-07,0
17,2023-12-07 17:00:00,1402/09/15,0,PO,3,17,32.0,11.1,9.6,,0.0,,2023-12-07,0
18,2023-12-07 18:00:00,1402/09/15,0,PO,3,16,36.0,11.1,9.6,,0.0,,2023-12-07,0
19,2023-12-07 19:00:00,1402/09/15,0,PO,3,13,35.0,11.1,9.6,,0.0,,2023-12-07,0
20,2023-12-07 20:00:00,1402/09/15,0,PO,3,12,38.0,11.1,9.6,,0.0,,2023-12-07,0
21,2023-12-07 21:00:00,1402/09/15,0,PO,3,11,40.0,11.1,9.6,,0.0,,2023-12-07,0
22,2023-12-07 22:00:00,1402/09/15,0,PO,3,9,42.0,11.1,9.6,,0.0,,2023-12-07,0
23,2023-12-07 23:00:00,1402/09/16,0,PO,3,10,46.0,11.1,9.6,,0.0,,2023-12-07,0
0,2023-12-08 00:00:00,1402/09/16,0,PO,3,10,51.0,11.1,9.6,,0.0,,2023-12-08,0
1,2023-12-08 01:00:00,1402/09/16,0,PO,3,9,51.0,11.1,9.6,,0.0,,2023-12-08,0
2,2023-12-08 02:00:00,1402/09/16,0,PO,3,8,52.0,11.1,9.6,,0.0,,2023-12-08,0
3,2023-12-08 03:00:00,1402/09/16,0,PO,3,7,57.0,11.1,9.6,,0.0,,2023-12-08,0
4,2023-12-08 04:00:00,1402/09/16,0,PO,3,7,59.0,11.1,9.6,,0.0,,2023-12-08,0
5,2023-12-08 05:00:00,1402/09/16,0,PO,3,6,61.0,11.1,9.6,,0.0,,2023-12-08,0
6,2023-12-08 06:00:00,1402/09/16,0,PO,3,6,63.0,11.1,9.6,,0.0,,2023-12-08,0
7,2023-12-08 07:00:00,1402/09/16,0,PO,3,9,49.0,11.1,9.6,,0.0,,2023-12-08,0
8,2023-12-08 08:00:00,1402/09/16,0,PO,3,14,13.0,11.1,9.6,,0.0,,2023-12-08,0
9,2023-12-08 09:00:00,1402/09/16,0,PO,3,15,10.0,11.1,9.6,,0.0,,2023-12-08,0
10,2023-12-08 10:00:00,1402/09/16,0,PO,3,20,3.0,11.1,9.6,,0.0,,2023-12-08,0
11,2023-12-08 11:00:00,1402/09/16,0,PO,3,21,4.0,11.1,9.6,,0.0,,2023-12-08,0
12,2023-12-08 12:00:00,1402/09/16,0,PO,3,23,4.0,11.1,9.6,,0.0,,2023-12-08,0
13,2023-12-08 13:00:00,1402/09/16,0,PO,3,23,4.0,11.1,9.6,,0.0,,2023-12-08,0
14,2023-12-08 14:00:00,1402/09/16,0,PO,3,23,9.0,11.1,9.6,,0.0,,2023-12-08,0
15,2023-12-08 15:00:00,1402/09/16,0,PO,3,22,21.0,11.1,9.6,,0.0,,2023-12-08,0
16,2023-12-08 16:00:00,1402/09/16,0,PO,3,18,31.0,11.1,9.6,,0.0,,2023-12-08,0
17,2023-12-08 17:00:00,1402/09/16,0,PO,3,16,34.0,11.1,9.6,,0.0,,2023-12-08,0
18,2023-12-08 18:00:00,1402/09/16,0,PO,3,16,39.0,11.1,9.6,,0.0,,2023-12-08,0
19,2023-12-08 19:00:00,1402/09/16,0,PO,3,13,49.0,11.1,9.6,,0.0,,2023-12-08,0
20,2023-12-08 20:00:00,1402/09/16,0,PO,3,13,47.0,11.1,9.6,,0.0,,2023-12-08,0
21,2023-12-08 21:00:00,1402/09/16,0,PO,3,12,46.0,11.1,9.6,,0.0,,2023-12-08,0
22,2023-12-08 22:00:00,1402/09/16,0,PO,3,10,50.0,11.1,9.6,,0.0,,2023-12-08,0
23,2023-12-08 23:00:00,1402/09/17,0,PO,3,9,50.0,11.1,9.6,,0.0,,2023-12-08,0
0,2023-12-09 00:00:00,1402/09/17,0,PO,3,8,56.0,11.1,9.6,,0.0,,2023-12-09,0
1,2023-12-09 01:00:00,1402/09/17,0,PO,3,9,50.0,11.1,9.6,,0.0,,2023-12-09,0
2,2023-12-09 02:00:00,1402/09/17,0,PO,3,7,52.0,11.1,9.6,,0.0,,2023-12-09,0
3,2023-12-09 03:00:00,1402/09/17,0,PO,3,6,60.0,11.1,9.6,,0.0,,2023-12-09,0
4,2023-12-09 04:00:00,1402/09/17,0,PO,3,6,57.0,11.1,9.6,,0.0,,2023-12-09,0
5,2023-12-09 05:00:00,1402/09/17,0,PO,3,6,65.0,11.1,9.6,,0.0,,2023-12-09,0
6,2023-12-09 06:00:00,1402/09/17,0,PO,3,6,65.0,11.1,9.6,,0.0,,2023-12-09,0
7,2023-12-09 07:00:00,1402/09/17,0,PO,3,8,55.0,11.1,9.6,,0.0,,2023-12-09,0
8,2023-12-09 08:00:00,1402/09/17,0,PO,3,14,13.0,11.1,9.6,,0.0,,2023-12-09,0
9,2023-12-09 09:00:00,1402/09/17,0,PO,3,18,4.0,11.1,9.6,,0.0,,2023-12-09,0
10,2023-12-09 10:00:00,1402/09/17,0,PO,3,20,4.0,11.1,9.6,,0.0,,2023-12-09,0
11,2023-12-09 11:00:00,1402/09/17,0,PO,3,21,3.0,11.1,9.6,,0.0,,2023-12-09,0
12,2023-12-09 12:00:00,1402/09/17,0,PO,3,24,4.0,11.1,9.6,,0.0,,2023-12-09,0
13,2023-12-09 13:00:00,1402/09/17,0,PO,3,25,5.0,11.1,9.6,,0.0,,2023-12-09,0
14,2023-12-09 14:00:00,1402/09/17,0,PO,3,25,10.0,11.1,9.6,,0.0,,2023-12-09,0
15,2023-12-09 15:00:00,1402/09/17,0,PO,3,24,17.0,11.1,9.6,,0.0,,2023-12-09,0
16,2023-12-09 16:00:00,1402/09/17,0,PO,3,20,24.0,11.1,9.6,,0.0,,2023-12-09,0
17,2023-12-09 17:00:00,1402/09/17,0,PO,3,16,35.0,11.1,9.6,,0.0,,2023-12-09,0
18,2023-12-09 18:00:00,1402/09/17,0,PO,3,14,35.0,11.1,9.6,,0.0,,2023-12-09,0
19,2023-12-09 19:00:00,1402/09/17,0,PO,3,13,0.0,11.1,9.6,,0.0,,2023-12-09,0
20,2023-12-09 20:00:00,1402/09/17,0,PO,3,12,41.0,11.1,9.6,,0.0,,2023-12-09,0
21,2023-12-09 21:00:00,1402/09/17,0,PO,3,10,39.0,11.1,9.6,,0.0,,2023-12-09,0
22,2023-12-09 22:00:00,1402/09/17,0,PO,3,10,42.0,11.1,9.6,,0.0,,2023-12-09,0
23,2023-12-09 23:00:00,1402/09/18,0,PO,3,9,45.0,11.1,9.6,,0.0,,2023-12-09,0
0,2023-12-10 00:00:00,1402/09/18,0,PO,3,8,56.0,11.1,9.6,,0.0,,2023-12-10,0
1,2023-12-10 01:00:00,1402/09/18,0,PO,3,8,53.0,11.1,9.6,,0.0,,2023-12-10,0
2,2023-12-10 02:00:00,1402/09/18,0,PO,3,8,61.0,11.1,9.6,,0.0,,2023-12-10,0
3,2023-12-10 03:00:00,1402/09/18,0,PO,3,7,56.0,11.1,9.6,,0.0,,2023-12-10,0
4,2023-12-10 04:00:00,1402/09/18,0,PO,3,7,59.0,11.1,9.6,,0.0,,2023-12-10,0
5,2023-12-10 05:00:00,1402/09/18,0,PO,3,6,64.0,11.1,9.6,,0.0,,2023-12-10,0
6,2023-12-10 06:00:00,1402/09/18,0,PO,3,6,62.0,11.1,9.6,,0.0,,2023-12-10,0
7,2023-12-10 07:00:00,1402/09/18,0,PO,3,11,37.0,11.1,9.6,,0.0,,2023-12-10,0
8,2023-12-10 08:00:00,1402/09/18,0,PO,3,14,21.0,11.1,9.6,,0.0,,2023-12-10,0
9,2023-12-10 09:00:00,1402/09/18,0,PO,3,18,15.0,11.1,9.6,,0.0,,2023-12-10,0
10,2023-12-10 10:00:00,1402/09/18,0,PO,3,21,3.0,11.1,9.6,,0.0,,2023-12-10,0
11,2023-12-10 11:00:00,1402/09/18,0,PO,3,23,10.0,11.1,9.6,,0.0,,2023-12-10,0
12,2023-12-10 12:00:00,1402/09/18,0,PO,3,24,8.0,11.1,9.6,,0.0,,2023-12-10,0
13,2023-12-10 13:00:00,1402/09/18,0,PO,3,24,7.0,11.1,9.6,,0.0,,2023-12-10,0
14,2023-12-10 14:00:00,1402/09/18,0,PO,3,24,14.0,11.1,9.6,,0.0,,2023-12-10,0
15,2023-12-10 15:00:00,1402/09/18,0,PO,3,22,23.0,11.1,9.6,,0.0,,2023-12-10,0
16,2023-12-10 16:00:00,1402/09/18,0,PO,3,19,25.0,11.1,9.6,,0.0,,2023-12-10,0
17,2023-12-10 17:00:00,1402/09/18,0,PO,3,16,40.0,11.1,9.6,,0.0,,2023-12-10,0
18,2023-12-10 18:00:00,1402/09/18,0,PO,3,15,40.0,11.1,9.6,,0.0,,2023-12-10,0
19,2023-12-10 19:00:00,1402/09/18,0,PO,3,14,45.0,11.1,9.6,,0.0,,2023-12-10,0
20,2023-12-10 20:00:00,1402/09/18,0,PO,3,11,50.0,11.1,9.6,,0.0,,2023-12-10,0
21,2023-12-10 21:00:00,1402/09/18,0,PO,3,10,54.0,11.1,9.6,,0.0,,2023-12-10,0
22,2023-12-10 22:00:00,1402/09/18,0,PO,3,10,51.0,11.1,9.6,,0.0,,2023-12-10,0
23,2023-12-10 23:00:00,1402/09/19,0,PO,3,8,57.0,11.1,9.6,,0.0,,2023-12-10,0
0,2023-12-11 00:00:00,1402/09/19,0,PO,3,8,58.0,11.1,9.6,,0.0,,2023-12-11,0
1,2023-12-11 01:00:00,1402/09/19,0,PO,3,7,58.0,11.1,9.6,,0.0,,2023-12-11,0
2,2023-12-11 02:00:00,1402/09/19,0,PO,3,6,67.0,11.1,9.6,,0.0,,2023-12-11,0
3,2023-12-11 03:00:00,1402/09/19,0,PO,3,6,65.0,11.1,9.6,,0.0,,2023-12-11,0
4,2023-12-11 04:00:00,1402/09/19,0,PO,3,5,68.0,11.1,9.6,,0.0,,2023-12-11,0
5,2023-12-11 05:00:00,1402/09/19,0,PO,3,6,65.0,11.1,9.6,,0.0,,2023-12-11,0
6,2023-12-11 06:00:00,1402/09/19,0,PO,3,5,61.0,11.1,9.6,,0.0,,2023-12-11,0
7,2023-12-11 07:00:00,1402/09/19,0,PO,3,8,50.0,11.1,9.6,,0.0,,2023-12-11,0
8,2023-12-11 08:00:00,1402/09/19,0,PO,3,4,16.0,11.1,9.6,,0.0,,2023-12-11,0
9,2023-12-11 09:00:00,1402/09/19,0,PO,3,17,5.0,11.1,9.6,,0.0,,2023-12-11,0
10,2023-12-11 10:00:00,1402/09/19,0,PO,3,18,3.0,11.1,9.6,,0.0,,2023-12-11,0
11,2023-12-11 11:00:00,1402/09/19,0,PO,3,21,7.0,11.1,9.6,,0.0,,2023-12-11,0
12,2023-12-11 12:00:00,1402/09/19,0,PO,3,22,8.0,11.1,9.6,,0.0,,2023-12-11,0
13,2023-12-11 13:00:00,1402/09/19,0,PO,3,24,8.0,11.1,9.6,,0.0,,2023-12-11,0
14,2023-12-11 14:00:00,1402/09/19,0,PO,3,22,21.0,11.1,9.6,,0.0,,2023-12-11,0
15,2023-12-11 15:00:00,1402/09/19,0,PO,3,20,26.0,11.1,9.6,,0.0,,2023-12-11,0
16,2023-12-11 16:00:00,1402/09/19,0,PO,3,18,32.0,11.1,9.6,,0.0,,2023-12-11,0
17,2023-12-11 17:00:00,1402/09/19,0,PO,3,17,37.0,11.1,9.6,,0.0,,2023-12-11,0
18,2023-12-11 18:00:00,1402/09/19,0,PO,3,16,38.0,11.1,9.6,,0.0,,2023-12-11,0
19,2023-12-11 19:00:00,1402/09/19,0,PO,3,13,40.0,11.1,9.6,,0.0,,2023-12-11,0
20,2023-12-11 20:00:00,1402/09/19,0,PO,3,12,42.0,11.1,9.6,,0.0,,2023-12-11,0
21,2023-12-11 21:00:00,1402/09/19,0,PO,3,12,40.0,11.1,9.6,,0.0,,2023-12-11,0
22,2023-12-11 22:00:00,1402/09/19,0,PO,3,10,40.0,11.1,9.6,,0.0,,2023-12-11,0
