HOUR,DATE_MILADI,DATE_SHAMSI,POWER,CODE,UNIT_NO,DAMA,ROTOOBAT,12209_G13,12210_G13,practical,ebraz,importance_factor,DATE,MA
18,2024-09-05 18:00:00,1403/06/14,120,SO,3,33,23.0,13.0,8.9,121.0,118.3,1.869512185,2024-09-05,117.5
19,2024-09-05 19:00:00,1403/06/14,121,SO,3,32,26.0,13.0,8.9,121.0,119.2,1.821264563,2024-09-05,118.5
20,2024-09-05 20:00:00,1403/06/14,121,SO,3,30,28.0,13.0,8.9,121.0,120.0,1.759717633,2024-09-05,119.0
21,2024-09-05 21:00:00,1403/06/14,118,SO,3,28,31.0,13.0,8.9,121.0,120.8,1.624672911,2024-09-05,118.5
22,2024-09-05 22:00:00,1403/06/14,118,SO,3,28,33.0,12.7,8.8,121.0,120.8,1.403737069,2024-09-05,116.0
23,2024-09-05 23:00:00,1403/06/15,119,SO,3,28,36.0,12.8,8.7,121.0,120.8,1.207382536,2024-09-05,117.0
0,2024-09-06 00:00:00,1403/06/15,119,SO,3,25,40.0,12.7,8.8,121.0,122.4,1.054591951,2024-09-06,118.0
1,2024-09-06 01:00:00,1403/06/15,119,SO,3,24,41.0,12.7,8.8,121.0,123.3,0.937187442,2024-09-06,118.5
2,2024-09-06 02:00:00,1403/06/15,120,SO,3,23,43.0,12.7,8.8,121.0,123.3,0.846049373,2024-09-06,118.5
3,2024-09-06 03:00:00,1403/06/15,121,SO,3,22,41.0,12.7,8.8,121.0,124.1,0.778192024,2024-09-06,118.5
4,2024-09-06 04:00:00,1403/06/15,122,SO,3,21,42.0,12.7,8.8,121.0,124.1,0.746975153,2024-09-06,118.5
5,2024-09-06 05:00:00,1403/06/15,100,SO,3,21,43.0,12.7,8.8,121.0,124.1,0.758828661,2024-09-06,119.0
6,2024-09-06 06:00:00,1403/06/15,105,SO,3,25,35.0,11.0,7.9,121.0,121.6,0.810664774,2024-09-06,118.0
7,2024-09-06 07:00:00,1403/06/15,100,SO,3,29,23.0,11.0,7.9,121.0,117.5,0.913587308,2024-09-06,117.0
8,2024-09-06 08:00:00,1403/06/15,100,SO,3,33,16.0,11.0,7.9,121.0,115.0,1.09788382,2024-09-06,116.0
9,2024-09-06 09:00:00,1403/06/15,116,SO,3,36,12.0,11.0,7.9,121.0,113.4,1.364276828,2024-09-06,114.5
10,2024-09-06 10:00:00,1403/06/15,113,SO,3,39,7.0,12.7,8.7,121.0,112.6,1.650733569,2024-09-06,117.5
11,2024-09-06 11:00:00,1403/06/15,109,SO,3,40,6.0,12.7,8.7,121.0,112.6,1.915586802,2024-09-06,118.0
12,2024-09-06 12:00:00,1403/06/15,118,SO,3,41,8.0,12.7,8.7,121.0,112.6,2.092191257,2024-09-06,117.0
13,2024-09-06 13:00:00,1403/06/15,118,SO,3,42,10.0,12.7,8.7,121.0,113.4,2.150159571,2024-09-06,117.0
14,2024-09-06 14:00:00,1403/06/15,118,SO,3,39,19.0,12.8,8.7,121.0,115.0,2.093438241,2024-09-06,117.0
15,2024-09-06 15:00:00,1403/06/15,119,SO,3,38,26.0,12.8,8.7,121.0,115.9,1.981543098,2024-09-06,117.5
16,2024-09-06 16:00:00,1403/06/15,119,SO,3,36,30.0,12.8,8.7,121.0,116.7,1.89910971,2024-09-06,117.5
17,2024-09-06 17:00:00,1403/06/15,120,SO,3,34,30.0,12.8,8.7,121.0,117.5,1.882805914,2024-09-06,118.0
18,2024-09-06 18:00:00,1403/06/15,121,SO,3,32,34.0,13.1,8.9,121.0,118.3,1.849247301,2024-09-06,118.0
19,2024-09-06 19:00:00,1403/06/15,122,SO,3,30,35.0,13.1,8.9,121.0,119.2,1.795538562,2024-09-06,119.0
20,2024-09-06 20:00:00,1403/06/15,122,SO,3,29,40.0,13.1,8.9,121.0,120.0,1.731820612,2024-09-06,119.5
21,2024-09-06 21:00:00,1403/06/15,119,SO,3,28,42.0,13.1,8.9,121.0,120.8,1.59495263,2024-09-06,118.5
22,2024-09-06 22:00:00,1403/06/15,119,SO,3,28,43.0,10.4,7.5,121.0,120.8,1.383031077,2024-09-06,116.0
23,2024-09-06 23:00:00,1403/06/16,119,SO,3,28,44.0,12.7,8.8,121.0,120.8,1.138147871,2024-09-06,117.0
0,2024-09-07 00:00:00,1403/06/16,90,SO,3,25,47.0,10.4,7.5,121.0,122.4,0.996701861,2024-09-07,118.0
1,2024-09-07 01:00:00,1403/06/16,116,SO,3,25,50.0,10.4,7.5,121.0,123.3,0.887429298,2024-09-07,119.0
2,2024-09-07 02:00:00,1403/06/16,116,SO,3,24,54.0,12.8,8.8,121.0,124.1,0.801465929,2024-09-07,119.0
3,2024-09-07 03:00:00,1403/06/16,116,SO,3,24,52.0,12.8,8.8,121.0,124.1,0.736417036,2024-09-07,119.0
4,2024-09-07 04:00:00,1403/06/16,117,SO,3,23,52.0,12.8,8.8,121.0,124.1,0.70358274,2024-09-07,119.0
5,2024-09-07 05:00:00,1403/06/16,118,SO,3,22,53.0,12.8,8.8,121.0,124.1,0.710093871,2024-09-07,119.0
6,2024-09-07 06:00:00,1403/06/16,117,SO,3,26,48.0,13.1,8.7,121.0,121.6,0.752179365,2024-09-07,118.0
7,2024-09-07 07:00:00,1403/06/16,116,SO,3,29,32.0,13.1,8.7,121.0,119.2,0.836916641,2024-09-07,117.0
8,2024-09-07 08:00:00,1403/06/16,114,SO,3,32,26.0,13.1,8.7,121.0,117.5,0.988292306,2024-09-07,116.0
9,2024-09-07 09:00:00,1403/06/16,112,SO,3,35,21.0,13.1,8.7,121.0,115.9,1.20667421,2024-09-07,114.5
10,2024-09-07 10:00:00,1403/06/16,111,SO,3,37,15.0,12.1,8.4,121.0,114.2,1.442082038,2024-09-07,117.0
11,2024-09-07 11:00:00,1403/06/16,110,SO,3,38,18.0,12.1,8.4,121.0,114.2,1.665834171,2024-09-07,117.5
12,2024-09-07 12:00:00,1403/06/16,115,SO,3,39,17.0,12.1,8.4,121.0,114.2,1.827021408,2024-09-07,117.0
13,2024-09-07 13:00:00,1403/06/16,115,SO,3,39,17.0,12.1,8.4,121.0,114.2,1.892818384,2024-09-07,117.0
14,2024-09-07 14:00:00,1403/06/16,115,SO,3,38,20.0,13.2,8.7,121.0,114.2,1.854074125,2024-09-07,117.0
15,2024-09-07 15:00:00,1403/06/16,115,SO,3,37,24.0,13.2,8.7,121.0,115.9,1.75638156,2024-09-07,118.0
16,2024-09-07 16:00:00,1403/06/16,115,SO,3,36,33.0,13.2,8.7,121.0,116.7,1.68432061,2024-09-07,117.5
17,2024-09-07 17:00:00,1403/06/16,115,SO,3,33,39.0,13.2,8.7,121.0,118.3,1.671119952,2024-09-07,118.0
18,2024-09-07 18:00:00,1403/06/16,116,SO,3,32,42.0,12.5,8.7,121.0,119.2,1.640670124,2024-09-07,118.0
19,2024-09-07 19:00:00,1403/06/16,116,SO,3,31,49.0,12.5,8.7,121.0,120.0,1.594898294,2024-09-07,119.0
20,2024-09-07 20:00:00,1403/06/16,117,SO,3,30,55.0,12.5,8.7,121.0,120.8,1.543924643,2024-09-07,119.5
21,2024-09-07 21:00:00,1403/06/16,117,SO,3,29,56.0,12.5,8.7,121.0,121.6,1.429424633,2024-09-07,118.5
22,2024-09-07 22:00:00,1403/06/16,114,SO,3,29,55.0,12.6,8.7,121.0,121.6,1.250237906,2024-09-07,116.0
23,2024-09-07 23:00:00,1403/06/17,115,SO,3,28,60.0,10.4,7.5,121.0,122.4,1.143105977,2024-09-07,117.0
0,2024-09-08 00:00:00,1403/06/17,115,LF1,3,26,42.0,12.4,8.7,121.0,122.4,1.007286534,2024-09-08,117.5
1,2024-09-08 01:00:00,1403/06/17,116,LF1,3,26,43.0,12.4,8.7,121.0,123.3,0.900772592,2024-09-08,118.5
2,2024-09-08 02:00:00,1403/06/17,116,LF1,3,24,39.0,12.9,8.8,121.0,124.1,0.815770788,2024-09-08,118.5
3,2024-09-08 03:00:00,1403/06/17,118,LF1,3,24,55.0,12.9,8.8,121.0,124.1,0.751397504,2024-09-08,118.5
4,2024-09-08 04:00:00,1403/06/17,119,LF1,3,24,52.0,12.9,8.8,121.0,124.1,0.717896722,2024-09-08,119.0
5,2024-09-08 05:00:00,1403/06/17,118,LF1,3,25,47.0,12.9,8.8,121.0,124.1,0.722525841,2024-09-08,119.0
6,2024-09-08 06:00:00,1403/06/17,118,LF1,3,26,48.0,12.5,8.7,121.0,121.6,0.761306515,2024-09-08,118.0
7,2024-09-08 07:00:00,1403/06/17,116,LF1,3,30,30.0,12.5,8.7,121.0,119.2,0.838451512,2024-09-08,117.0
8,2024-09-08 08:00:00,1403/06/17,114,LF1,3,34,27.0,12.5,8.7,121.0,117.5,0.971038223,2024-09-08,116.0
9,2024-09-08 09:00:00,1403/06/17,112,LF1,3,36,20.0,12.5,8.7,121.0,115.9,1.155553986,2024-09-08,114.0
10,2024-09-08 10:00:00,1403/06/17,117,LF1,3,38,9.0,12.8,8.7,121.0,114.2,1.347909171,2024-09-08,115.0
11,2024-09-08 11:00:00,1403/06/17,116,LF1,3,38,10.0,12.8,8.7,121.0,114.2,1.522134633,2024-09-08,116.5
12,2024-09-08 12:00:00,1403/06/17,115,LF1,3,39,10.0,12.8,8.7,121.0,114.2,1.647672654,2024-09-08,116.5
13,2024-09-08 13:00:00,1403/06/17,116,LF1,3,40,9.0,12.8,8.7,121.0,114.2,1.70718966,2024-09-08,116.5
14,2024-09-08 14:00:00,1403/06/17,115,SO,3,40,12.0,12.7,8.7,121.0,114.2,1.686412417,2024-09-08,117.0
15,2024-09-08 15:00:00,1403/06/17,116,SO,3,39,13.0,12.7,8.7,121.0,115.9,1.619689574,2024-09-08,117.5
16,2024-09-08 16:00:00,1403/06/17,110,SO,3,38,15.0,12.7,8.7,121.0,116.7,1.576702069,2024-09-08,117.0
17,2024-09-08 17:00:00,1403/06/17,111,SO,3,35,20.0,12.7,8.7,121.0,118.3,1.579417434,2024-09-08,117.5
18,2024-09-08 18:00:00,1403/06/17,118,SO,3,32,25.0,12.9,8.8,121.0,119.2,1.568083822,2024-09-08,117.0
19,2024-09-08 19:00:00,1403/06/17,117,SO,3,33,30.0,12.9,8.8,121.0,120.0,1.541671398,2024-09-08,118.5
20,2024-09-08 20:00:00,1403/06/17,117,SO,3,31,38.0,12.9,8.8,121.0,120.8,1.505189003,2024-09-08,119.5
21,2024-09-08 21:00:00,1403/06/17,115,SO,3,28,42.0,12.9,8.8,121.0,121.6,1.402120292,2024-09-08,118.0
22,2024-09-08 22:00:00,1403/06/17,115,SO,3,27,44.0,12.9,8.8,121.0,121.6,1.236533209,2024-09-08,116.0
23,2024-09-08 23:00:00,1403/06/18,115,SO,3,26,47.0,12.4,8.7,121.0,122.4,1.084699786,2024-09-08,117.0
0,2024-09-09 00:00:00,1403/06/18,116,SO,3,25,47.0,12.9,8.8,121.0,120.8,0.960949662,2024-09-09,117.5
1,2024-09-09 01:00:00,1403/06/18,117,SO,3,24,49.0,12.9,8.8,121.0,120.8,0.863068734,2024-09-09,118.5
2,2024-09-09 02:00:00,1403/06/18,117,SO,3,23,39.0,12.9,8.8,121.0,120.8,0.785018464,2024-09-09,118.5
3,2024-09-09 03:00:00,1403/06/18,117,SO,3,24,39.0,12.9,8.8,121.0,120.8,0.726539531,2024-09-09,118.5
4,2024-09-09 04:00:00,1403/06/18,118,SO,3,25,39.0,12.8,8.8,121.0,121.6,0.697378486,2024-09-09,119.0
5,2024-09-09 05:00:00,1403/06/18,119,SO,3,26,38.0,12.8,8.8,121.0,121.6,0.705766237,2024-09-09,119.0
6,2024-09-09 06:00:00,1403/06/18,119,SO,3,25,38.0,12.8,8.8,121.0,120.0,0.748322584,2024-09-09,118.0
7,2024-09-09 07:00:00,1403/06/18,117,SO,3,29,23.0,12.8,8.8,121.0,117.5,0.828691925,2024-09-09,116.5
8,2024-09-09 08:00:00,1403/06/18,114,SO,3,33,18.0,12.8,8.8,121.0,115.9,0.964486448,2024-09-09,115.5
9,2024-09-09 09:00:00,1403/06/18,112,SO,3,35,16.0,12.8,8.8,121.0,115.0,1.149381383,2024-09-09,114.0
10,2024-09-09 10:00:00,1403/06/18,116,SO,3,37,15.0,12.9,8.8,121.0,113.4,1.332570066,2024-09-09,117.0
11,2024-09-09 11:00:00,1403/06/18,116,SO,3,38,10.0,12.9,8.8,121.0,113.4,1.491404815,2024-09-09,116.0
12,2024-09-09 12:00:00,1403/06/18,116,SO,3,39,6.0,12.9,8.8,121.0,112.6,1.601818069,2024-09-09,116.0
13,2024-09-09 13:00:00,1403/06/18,116,SO,3,40,4.0,12.9,8.8,121.0,112.6,1.65037085,2024-09-09,116.5
14,2024-09-09 14:00:00,1403/06/18,116,SO,3,40,6.0,12.6,8.8,121.0,113.4,1.633472054,2024-09-09,117.0
15,2024-09-09 15:00:00,1403/06/18,116,SO,3,39,7.0,12.6,8.8,121.0,114.2,1.577700231,2024-09-09,117.0
16,2024-09-09 16:00:00,1403/06/18,117,SO,3,38,8.0,12.6,8.8,121.0,115.0,1.541017613,2024-09-09,116.5
17,2024-09-09 17:00:00,1403/06/18,117,SO,3,37,10.0,12.6,8.8,121.0,116.7,1.542570504,2024-09-09,116.5
18,2024-09-09 18:00:00,1403/06/18,119,SO,3,30,23.0,12.6,8.7,121.0,118.3,1.529677785,2024-09-09,117.0
19,2024-09-09 19:00:00,1403/06/18,113,SO,3,28,23.0,12.6,8.7,121.0,119.2,1.498981439,2024-09-09,118.5
20,2024-09-09 20:00:00,1403/06/18,114,SO,3,29,24.0,12.6,8.7,121.0,120.0,1.45577868,2024-09-09,119.5
21,2024-09-09 21:00:00,1403/06/18,116,SO,3,27,27.0,12.6,8.7,121.0,120.0,1.349079259,2024-09-09,118.0
22,2024-09-09 22:00:00,1403/06/18,116,SO,3,26,25.0,12.6,8.8,121.0,120.8,1.18990264,2024-09-09,116.0
23,2024-09-09 23:00:00,1403/06/19,117,SO,3,24,25.0,12.9,8.8,121.0,120.8,1.043726606,2024-09-09,117.0
0,2024-09-10 00:00:00,1403/06/19,117,SO,3,23,29.0,12.6,8.8,121.0,118.3,0.925314651,2024-09-10,117.5
1,2024-09-10 01:00:00,1403/06/19,117,SO,3,21,30.0,12.6,8.8,121.0,119.2,0.833132762,2024-09-10,118.5
2,2024-09-10 02:00:00,1403/06/19,118,SO,3,22,31.0,12.8,8.9,121.0,120.0,0.760495355,2024-09-10,118.5
3,2024-09-10 03:00:00,1403/06/19,119,SO,3,20,31.0,12.8,8.9,121.0,120.0,0.705886946,2024-09-10,118.5
4,2024-09-10 04:00:00,1403/06/19,120,SO,3,20,33.0,12.8,8.9,121.0,120.0,0.678587448,2024-09-10,119.0
5,2024-09-10 05:00:00,1403/06/19,120,SO,3,20,33.0,12.8,8.9,121.0,120.0,0.68603452,2024-09-10,119.0
6,2024-09-10 06:00:00,1403/06/19,120,SO,3,21,30.0,12.9,8.9,121.0,120.0,0.724935749,2024-09-10,118.0
7,2024-09-10 07:00:00,1403/06/19,120,SO,3,26,23.0,12.9,8.9,121.0,116.7,0.798321279,2024-09-10,116.5
8,2024-09-10 08:00:00,1403/06/19,119,SO,3,32,10.0,12.9,8.9,121.0,115.0,0.918931759,2024-09-10,115.0
9,2024-09-10 09:00:00,1403/06/19,119,SO,3,35,8.0,12.9,8.9,121.0,114.2,1.07697439,2024-09-10,113.5
10,2024-09-10 10:00:00,1403/06/19,118,SO,3,38,7.0,12.9,8.8,121.0,112.6,1.226920863,2024-09-10,117.0
11,2024-09-10 11:00:00,1403/06/19,118,SO,3,39,4.0,12.9,8.8,121.0,112.6,1.352591479,2024-09-10,116.0
12,2024-09-10 12:00:00,1403/06/19,117,SO,3,41,3.0,12.9,8.8,121.0,111.8,1.437420332,2024-09-10,116.0
13,2024-09-10 13:00:00,1403/06/19,116,SO,3,40,5.0,12.9,8.8,121.0,111.8,1.476162312,2024-09-10,116.5
14,2024-09-10 14:00:00,1403/06/19,117,SO,3,40,5.0,12.5,8.7,121.0,111.8,1.471512953,2024-09-10,117.0
15,2024-09-10 15:00:00,1403/06/19,117,SO,3,39,7.0,12.5,8.7,121.0,113.4,1.438911466,2024-09-10,117.0
16,2024-09-10 16:00:00,1403/06/19,117,SO,3,37,9.0,12.5,8.7,121.0,114.2,1.420413791,2024-09-10,116.5
17,2024-09-10 17:00:00,1403/06/19,118,SO,3,35,13.0,12.5,8.7,121.0,115.9,1.429515506,2024-09-10,117.0
18,2024-09-10 18:00:00,1403/06/19,118,SO,3,32,15.0,13.0,8.8,121.0,115.9,1.422287802,2024-09-10,118.0
19,2024-09-10 19:00:00,1403/06/19,118,SO,3,30,18.0,13.0,8.8,121.0,116.7,1.397831608,2024-09-10,118.5
20,2024-09-10 20:00:00,1403/06/19,119,SO,3,30,30.0,13.0,8.8,121.0,116.7,1.3600538,2024-09-10,119.0
21,2024-09-10 21:00:00,1403/06/19,115,SO,3,29,33.0,13.0,8.8,121.0,116.7,1.262324565,2024-09-10,117.5
22,2024-09-10 22:00:00,1403/06/19,114,SO,3,27,34.0,13.0,8.7,121.0,117.5,1.117710805,2024-09-10,116.0
23,2024-09-10 23:00:00,1403/06/20,115,SO,3,27,36.0,12.6,8.8,121.0,117.5,0.985854641,2024-09-10,117.0
0,2024-09-11 00:00:00,1403/06/20,115,SO,3,25,38.0,13.0,8.7,121.0,118.3,0.876994617,2024-09-11,117.5
1,2024-09-11 01:00:00,1403/06/20,117,SO,3,24,39.0,13.0,8.7,121.0,119.2,0.79239929,2024-09-11,118.5
2,2024-09-11 02:00:00,1403/06/20,117,SO,3,22,43.0,13.0,8.7,121.0,120.0,0.726151692,2024-09-11,118.5
3,2024-09-11 03:00:00,1403/06/20,117,SO,3,21,45.0,13.0,8.7,121.0,120.0,0.676688476,2024-09-11,119.0
4,2024-09-11 04:00:00,1403/06/20,118,SO,3,20,47.0,13.0,8.7,121.0,120.0,0.651982509,2024-09-11,119.0
5,2024-09-11 05:00:00,1403/06/20,119,SO,3,21,42.0,13.0,8.7,121.0,120.0,0.660152149,2024-09-11,119.0
6,2024-09-11 06:00:00,1403/06/20,118,SO,3,25,39.0,12.8,8.8,121.0,120.0,0.697347495,2024-09-11,118.5
7,2024-09-11 07:00:00,1403/06/20,116,SO,3,31,23.0,12.8,8.8,121.0,115.9,0.766297911,2024-09-11,116.5
8,2024-09-11 08:00:00,1403/06/20,113,SO,3,35,9.0,12.8,8.8,121.0,113.4,0.876385149,2024-09-11,115.5
9,2024-09-11 09:00:00,1403/06/20,117,SO,3,39,5.0,12.8,8.8,121.0,112.6,1.016018887,2024-09-11,113.5
10,2024-09-11 10:00:00,1403/06/20,115,SO,3,41,3.0,12.6,8.7,121.0,110.9,1.143586529,2024-09-11,117.0
11,2024-09-11 11:00:00,1403/06/20,115,SO,3,42,3.0,12.6,8.7,121.0,110.1,1.248192247,2024-09-11,116.0
12,2024-09-11 12:00:00,1403/06/20,114,SO,3,42,3.0,12.6,8.7,121.0,110.1,1.319531207,2024-09-11,116.5
13,2024-09-11 13:00:00,1403/06/20,114,SO,3,42,3.0,12.6,8.7,121.0,110.1,1.357204114,2024-09-11,116.0
14,2024-09-11 14:00:00,1403/06/20,115,SO,3,42,2.0,12.6,8.7,121.0,111.8,1.365514739,2024-09-11,117.0
15,2024-09-11 15:00:00,1403/06/20,115,SO,3,39,3.0,12.6,8.7,121.0,113.4,1.350821759,2024-09-11,117.0
16,2024-09-11 16:00:00,1403/06/20,115,SO,3,36,15.0,12.6,8.7,121.0,114.2,1.346881021,2024-09-11,116.5
17,2024-09-11 17:00:00,1403/06/20,110,SO,3,36,20.0,12.6,8.7,121.0,115.9,1.365602435,2024-09-11,117.5
18,2024-09-11 18:00:00,1403/06/20,110,SO,3,36,17.0,12.9,8.7,121.0,115.9,1.370189323,2024-09-11,118.0
19,2024-09-11 19:00:00,1403/06/20,116,SO,3,34,16.0,12.9,8.7,121.0,116.7,1.357414502,2024-09-11,118.5
20,2024-09-11 20:00:00,1403/06/20,118,SO,3,31,19.0,12.9,8.7,121.0,116.7,1.326833281,2024-09-11,119.5
21,2024-09-11 21:00:00,1403/06/20,119,SO,3,29,22.0,12.9,8.7,121.0,116.7,1.234084825,2024-09-11,117.0
22,2024-09-11 22:00:00,1403/06/20,119,SO,3,30,21.0,13.0,8.9,121.0,117.5,1.09270622,2024-09-11,116.0
23,2024-09-11 23:00:00,1403/06/21,119,SO,3,28,22.0,13.0,8.7,121.0,117.5,0.963607087,2024-09-11,117.0
0,2024-09-12 00:00:00,1403/06/21,118,SO,3,28,23.0,13.0,8.9,121.0,120.8,0.856982323,2024-09-12,117.0
1,2024-09-12 01:00:00,1403/06/21,116,SO,3,25,28.0,13.0,8.9,121.0,121.6,0.775050448,2024-09-12,117.5
2,2024-09-12 02:00:00,1403/06/21,115,SO,3,24,28.0,12.8,8.8,121.0,122.4,0.711322239,2024-09-12,118.0
3,2024-09-12 03:00:00,1403/06/21,116,SO,3,23,27.0,12.8,8.8,121.0,122.4,0.664534952,2024-09-12,118.5
4,2024-09-12 04:00:00,1403/06/21,118,SO,3,23,30.0,12.8,8.8,121.0,122.4,0.642305273,2024-09-12,119.0
5,2024-09-12 05:00:00,1403/06/21,110,SO,3,23,29.0,12.8,8.8,121.0,122.4,0.653136158,2024-09-12,119.0
6,2024-09-12 06:00:00,1403/06/21,110,SO,3,25,27.0,12.5,8.5,121.0,120.0,0.694446975,2024-09-12,118.0
7,2024-09-12 07:00:00,1403/06/21,112,SO,3,33,8.0,12.5,8.5,121.0,116.7,0.771383081,2024-09-12,116.0
8,2024-09-12 08:00:00,1403/06/21,110,SO,3,36,11.0,12.5,8.5,121.0,114.2,0.898198594,2024-09-12,115.0
9,2024-09-12 09:00:00,1403/06/21,103,SO,3,39,4.0,12.5,8.5,121.0,112.6,1.066755126,2024-09-12,113.5
10,2024-09-12 10:00:00,1403/06/21,116,SO,3,41,3.0,12.8,8.7,121.0,111.8,1.227486652,2024-09-12,116.5
11,2024-09-12 11:00:00,1403/06/21,115,SO,3,41,2.0,12.8,8.7,121.0,110.1,1.356972198,2024-09-12,116.0
12,2024-09-12 12:00:00,1403/06/21,115,SO,3,41,2.0,12.8,8.7,121.0,110.1,1.435803938,2024-09-12,116.5
13,2024-09-12 13:00:00,1403/06/21,115,SO,3,42,2.0,12.8,8.7,121.0,110.1,1.464457721,2024-09-12,116.0
14,2024-09-12 14:00:00,1403/06/21,115,SO,3,42,3.0,12.5,8.7,121.0,110.1,1.452477674,2024-09-12,117.0
15,2024-09-12 15:00:00,1403/06/21,115,SO,3,41,4.0,12.5,8.7,121.0,112.6,1.424184271,2024-09-12,117.0
16,2024-09-12 16:00:00,1403/06/21,115,SO,3,38,11.0,12.5,8.7,121.0,114.2,1.413798978,2024-09-12,116.5
17,2024-09-12 17:00:00,1403/06/21,90,SO,3,36,15.0,12.5,8.7,121.0,115.9,1.426790001,2024-09-12,117.5
18,2024-09-12 18:00:00,1403/06/21,117,SO,3,34,22.0,12.6,8.9,121.0,116.7,1.426256096,2024-09-12,118.0
19,2024-09-12 19:00:00,1403/06/21,122,SO,3,32,18.0,12.6,8.9,121.0,117.5,1.409653131,2024-09-12,117.5
20,2024-09-12 20:00:00,1403/06/21,122,SO,3,31,22.0,12.6,8.9,121.0,117.5,1.369458222,2024-09-12,118.5
21,2024-09-12 21:00:00,1403/06/21,123,SO,3,29,22.0,12.6,8.9,121.0,118.3,1.263133975,2024-09-12,117.5
22,2024-09-12 22:00:00,1403/06/21,118,SO,3,27,26.0,12.9,8.8,121.0,118.3,1.10974185,2024-09-12,116.0
23,2024-09-12 23:00:00,1403/06/22,118,SO,3,26,25.0,13.0,8.9,121.0,119.2,0.973975699,2024-09-12,117.0
0,2024-09-13 00:00:00,1403/06/22,118,SO,3,25,26.0,12.9,8.8,121.0,120.8,0.862576864,2024-09-13,117.5
1,2024-09-13 01:00:00,1403/06/22,120,SO,3,23,29.0,12.9,8.8,121.0,121.6,0.778251763,2024-09-13,117.5
2,2024-09-13 02:00:00,1403/06/22,120,SO,3,22,32.0,12.9,8.8,121.0,122.4,0.713210271,2024-09-13,118.0
3,2024-09-13 03:00:00,1403/06/22,121,SO,3,21,30.0,12.9,8.8,121.0,122.4,0.665390848,2024-09-13,118.5
4,2024-09-13 04:00:00,1403/06/22,121,SO,3,22,28.0,12.9,8.8,121.0,122.4,0.642631324,2024-09-13,118.5
5,2024-09-13 05:00:00,1403/06/22,121,SO,3,22,29.0,12.9,8.8,121.0,122.4,0.654239043,2024-09-13,118.5
6,2024-09-13 06:00:00,1403/06/22,122,SO,3,24,29.0,12.9,8.8,121.0,120.0,0.697567617,2024-09-13,118.0
7,2024-09-13 07:00:00,1403/06/22,120,SO,3,29,19.0,12.9,8.8,121.0,116.7,0.779919334,2024-09-13,116.0
8,2024-09-13 08:00:00,1403/06/22,117,SO,3,31,11.0,12.9,8.8,121.0,114.2,0.91988692,2024-09-13,114.5
9,2024-09-13 09:00:00,1403/06/22,120,SO,3,36,8.0,12.9,8.8,121.0,112.6,1.113785624,2024-09-13,113.0
10,2024-09-13 10:00:00,1403/06/22,120,SO,3,39,6.0,12.7,8.7,121.0,111.8,1.30616859,2024-09-13,116.0
11,2024-09-13 11:00:00,1403/06/22,119,SO,3,40,6.0,12.7,8.7,121.0,110.1,1.46777612,2024-09-13,115.5
12,2024-09-13 12:00:00,1403/06/22,119,SO,3,41,6.0,12.7,8.7,121.0,110.1,1.560893911,2024-09-13,116.0
13,2024-09-13 13:00:00,1403/06/22,119,SO,3,41,5.0,12.7,8.7,121.0,110.1,1.580866761,2024-09-13,116.0
14,2024-09-13 14:00:00,1403/06/22,119,SO,3,41,5.0,12.7,8.7,121.0,110.1,1.542920708,2024-09-13,116.5
15,2024-09-13 15:00:00,1403/06/22,118,SO,3,41,10.0,12.7,8.7,121.0,112.6,1.491880808,2024-09-13,117.0
16,2024-09-13 16:00:00,1403/06/22,118,SO,3,38,14.0,12.7,8.7,121.0,114.2,1.466228891,2024-09-13,116.5
17,2024-09-13 17:00:00,1403/06/22,118,SO,3,35,31.0,12.7,8.7,121.0,115.9,1.468150592,2024-09-13,116.0
18,2024-09-13 18:00:00,1403/06/22,118,SO,3,33,38.0,12.5,8.7,121.0,116.7,1.456337529,2024-09-13,118.0
19,2024-09-13 19:00:00,1403/06/22,119,SO,3,33,39.0,12.5,8.7,121.0,117.5,1.430610961,2024-09-13,119.0
20,2024-09-13 20:00:00,1403/06/22,116,SO,3,32,46.0,12.5,8.7,121.0,117.5,1.37933952,2024-09-13,120.0
21,2024-09-13 21:00:00,1403/06/22,120,SO,3,31,48.0,12.5,8.7,121.0,118.3,1.262172699,2024-09-13,118.0
22,2024-09-13 22:00:00,1403/06/22,118,SO,3,28,53.0,12.5,8.8,121.0,118.3,1.10308354,2024-09-13,116.5
23,2024-09-13 23:00:00,1403/06/23,119,SO,3,27,57.0,12.9,8.8,121.0,119.2,0.918102602,2024-09-13,117.0
0,2024-09-14 00:00:00,1403/06/23,119,SO,3,26,58.0,12.5,8.8,121.0,120.8,0.812105934,2024-09-14,118.0
1,2024-09-14 01:00:00,1403/06/23,119,SO,3,25,58.0,12.5,8.8,121.0,121.6,0.732466117,2024-09-14,118.0
2,2024-09-14 02:00:00,1403/06/23,120,SO,3,24,60.0,12.7,8.9,121.0,122.4,0.670903773,2024-09-14,118.5
3,2024-09-14 03:00:00,1403/06/23,122,SO,3,25,67.0,12.7,8.9,121.0,122.4,0.625210735,2024-09-14,118.5
4,2024-09-14 04:00:00,1403/06/23,122,SO,3,24,66.0,12.7,8.9,121.0,122.4,0.602871485,2024-09-14,118.5
5,2024-09-14 05:00:00,1403/06/23,122,SO,3,24,63.0,12.7,8.9,121.0,122.4,0.611463163,2024-09-14,118.5
