ID_NO,HOUR,DATE_MILADI,DATE_SHAMSI,POWER,CODE,UNIT_NO,ID_EBRAZ,DAMA,ROTOOBAT,TOTAL,TIMESTAMPS,12209_G13,12210_G13,ebraz,DATE,MA
1348611,0,12/1/2023 0:00,1402/09/10,0,PO,3,1261708,8,73,814,00:01.7,16.2,9.1,0,12/1/2023,0
1348588,1,12/1/2023 1:00,1402/09/10,0,PO,3,1261685,9,93,843,00:01.7,16.2,9.1,0,12/1/2023,0
1348589,2,12/1/2023 2:00,1402/09/10,0,PO,3,1261686,9,92,846,00:01.7,16.2,9.1,0,12/1/2023,0
1348590,3,12/1/2023 3:00,1402/09/10,0,PO,3,1261687,8,93,833,00:01.7,16.2,9.1,0,12/1/2023,0
1348591,4,12/1/2023 4:00,1402/09/10,0,PO,3,1261688,7,90,838,00:01.7,16.2,9.1,0,12/1/2023,0
1348592,5,12/1/2023 5:00,1402/09/10,0,PO,3,1261689,6,91,846,00:01.7,16.2,9.1,0,12/1/2023,0
1348593,6,12/1/2023 6:00,1402/09/10,0,PO,3,1261690,6,95,847,00:01.7,16.2,9.1,0,12/1/2023,0
1348594,7,12/1/2023 7:00,1402/09/10,0,PO,3,1261691,6,96,843,00:01.7,16.2,9.1,0,12/1/2023,0
1348595,8,12/1/2023 8:00,1402/09/10,0,PO,3,1261692,9,67,861,00:01.7,16.2,9.1,0,12/1/2023,0
1348596,9,12/1/2023 9:00,1402/09/10,0,PO,3,1261693,15,10,706,00:01.7,16.2,9.1,0,12/1/2023,0
1348597,10,12/1/2023 10:00,1402/09/10,0,PO,3,1261694,17,9,685,00:01.7,16.2,9.1,0,12/1/2023,0
1348598,11,12/1/2023 11:00,1402/09/10,0,PO,3,1261695,20,9,676,00:01.7,16.2,9.1,0,12/1/2023,0
1348599,12,12/1/2023 12:00,1402/09/10,0,PO,3,1261696,23,9,673,00:01.7,16.2,9.1,0,12/1/2023,0
1348600,13,12/1/2023 13:00,1402/09/10,0,PO,3,1261697,23,7,654,00:01.7,16.2,9.1,0,12/1/2023,0
1348601,14,12/1/2023 14:00,1402/09/10,0,PO,3,1261698,23,10,651,00:01.7,16.2,9.1,0,12/1/2023,0
1348602,15,12/1/2023 15:00,1402/09/10,0,PO,3,1261699,24,12,672,00:01.7,16.2,9.1,0,12/1/2023,0
1348603,16,12/1/2023 16:00,1402/09/10,0,PO,3,1261700,22,21,717,00:01.7,16.2,9.1,0,12/1/2023,0
1348604,17,12/1/2023 17:00,1402/09/10,0,PO,3,1261701,18,30,811,00:01.7,16.2,9.1,0,12/1/2023,0
1348605,18,12/1/2023 18:00,1402/09/10,0,PO,3,1261702,15,40,793,00:01.7,16.2,9.1,0,12/1/2023,0
1348606,19,12/1/2023 19:00,1402/09/10,0,PO,3,1261703,14,54,800,00:01.7,16.2,9.1,0,12/1/2023,0
1348607,20,12/1/2023 20:00,1402/09/10,0,PO,3,1261704,13,65,812,00:01.7,16.2,9.1,0,12/1/2023,0
1348608,21,12/1/2023 21:00,1402/09/10,0,PO,3,1261705,11,68,813,00:01.7,16.2,9.1,0,12/1/2023,0
1348609,22,12/1/2023 22:00,1402/09/10,0,PO,3,1261706,9,73,809,00:01.7,16.2,9.1,0,12/1/2023,0
1348610,23,12/1/2023 23:00,1402/09/10,0,PO,3,1261707,9,71,813,00:01.7,16.2,9.1,0,12/1/2023,0
1349691,0,12/2/2023 0:00,1402/09/11,0,PO,3,1261924,8,62,874,00:01.7,16.2,9.1,0,12/2/2023,0
1349668,1,12/2/2023 1:00,1402/09/11,0,PO,3,1261901,8,74,802,00:01.7,16.2,9.1,0,12/2/2023,0
1349669,2,12/2/2023 2:00,1402/09/11,0,PO,3,1261902,7,76,803,00:01.7,16.2,9.1,0,12/2/2023,0
1349670,3,12/2/2023 3:00,1402/09/11,0,PO,3,1261903,7,76,813,00:01.7,16.2,9.1,0,12/2/2023,0
1349671,4,12/2/2023 4:00,1402/09/11,0,PO,3,1261904,6,84,809,00:01.7,16.2,9.1,0,12/2/2023,0
1349672,5,12/2/2023 5:00,1402/09/11,0,PO,3,1261905,5,83,809,00:01.7,16.2,9.1,0,12/2/2023,0
1349673,6,12/2/2023 6:00,1402/09/11,0,PO,3,1261906,5,80,810,00:01.7,16.2,9.1,0,12/2/2023,0
1349674,7,12/2/2023 7:00,1402/09/11,0,PO,3,1261907,5,82,814,00:01.7,16.2,9.1,0,12/2/2023,0
1349675,8,12/2/2023 8:00,1402/09/11,0,PO,3,1261908,9,57,808,00:01.7,16.2,9.1,0,12/2/2023,0
1349676,9,12/2/2023 9:00,1402/09/11,0,PO,3,1261909,13,12,843,00:01.7,16.2,9.1,0,12/2/2023,0
1349677,10,12/2/2023 10:00,1402/09/11,0,PO,3,1261910,16,5,811,00:01.7,16.2,9.1,0,12/2/2023,0
1349678,11,12/2/2023 11:00,1402/09/11,0,PO,3,1261911,19,8,805,00:01.7,16.2,9.1,0,12/2/2023,0
1349679,12,12/2/2023 12:00,1402/09/11,0,PO,3,1261912,22,11,803,00:01.7,16.2,9.1,0,12/2/2023,0
1349680,13,12/2/2023 13:00,1402/09/11,0,PO,3,1261913,23,6,805,00:01.7,16.2,9.1,0,12/2/2023,0
1349681,14,12/2/2023 14:00,1402/09/11,0,PO,3,1261914,24,7,811,00:01.7,16.2,9.1,0,12/2/2023,0
1349682,15,12/2/2023 15:00,1402/09/11,0,PO,3,1261915,24,8,790,00:01.7,16.2,9.1,0,12/2/2023,0
1349683,16,12/2/2023 16:00,1402/09/11,0,PO,3,1261916,23,16,791,00:01.7,16.2,9.1,0,12/2/2023,0
1349684,17,12/2/2023 17:00,1402/09/11,0,PO,3,1261917,17,20,799,00:01.7,16.2,9.1,0,12/2/2023,0
1349685,18,12/2/2023 18:00,1402/09/11,0,PO,3,1261918,14,32,850,00:01.7,16.2,9.1,0,12/2/2023,0
1349686,19,12/2/2023 19:00,1402/09/11,0,PO,3,1261919,14,37,852,00:01.7,16.2,9.1,0,12/2/2023,0
1349687,20,12/2/2023 20:00,1402/09/11,0,PO,3,1261920,11,52,867,00:01.7,16.2,9.1,0,12/2/2023,0
1349688,21,12/2/2023 21:00,1402/09/11,0,PO,3,1261921,10,55,868,00:01.7,16.2,9.1,0,12/2/2023,0
1349689,22,12/2/2023 22:00,1402/09/11,0,PO,3,1261922,9,56,872,00:01.7,16.2,9.1,0,12/2/2023,0
1349690,23,12/2/2023 23:00,1402/09/11,0,PO,3,1261923,9,56,874,00:01.7,16.2,9.1,0,12/2/2023,0
1349907,0,12/3/2023 0:00,1402/09/12,0,PO,3,1262356,9,52,805,00:01.7,16.2,9.1,0,12/3/2023,0
1349884,1,12/3/2023 1:00,1402/09/12,0,PO,3,1262333,7,64,875,00:01.7,16.2,9.1,0,12/3/2023,0
1349885,2,12/3/2023 2:00,1402/09/12,0,PO,3,1262334,6,65,877,00:01.7,16.2,9.1,0,12/3/2023,0
1349886,3,12/3/2023 3:00,1402/09/12,0,PO,3,1262335,6,68,811,00:01.7,16.2,9.1,0,12/3/2023,0
1349887,4,12/3/2023 4:00,1402/09/12,0,PO,3,1262336,6,68,703,00:01.7,16.2,9.1,0,12/3/2023,0
1349888,5,12/3/2023 5:00,1402/09/12,0,PO,3,1262337,5,67,732,00:01.7,16.2,9.1,0,12/3/2023,0
1349889,6,12/3/2023 6:00,1402/09/12,0,PO,3,1262338,5,67,780,00:01.7,16.2,9.1,0,12/3/2023,0
1349890,7,12/3/2023 7:00,1402/09/12,0,PO,3,1262339,5,67,786,00:01.7,16.2,9.1,0,12/3/2023,0
1349891,8,12/3/2023 8:00,1402/09/12,0,PO,3,1262340,10,45,882,00:01.7,16.2,9.1,0,12/3/2023,0
1349892,9,12/3/2023 9:00,1402/09/12,0,PO,3,1262341,13,30,815,00:01.7,16.2,9.1,0,12/3/2023,0
1349893,10,12/3/2023 10:00,1402/09/12,0,PO,3,1262342,15,5,815,00:01.7,16.2,9.1,0,12/3/2023,0
1349894,11,12/3/2023 11:00,1402/09/12,0,PO,3,1262343,19,4,823,00:01.7,16.2,9.1,0,12/3/2023,0
1349895,12,12/3/2023 12:00,1402/09/12,0,PO,3,1262344,22,4,818,00:01.7,16.2,9.1,0,12/3/2023,0
1349896,13,12/3/2023 13:00,1402/09/12,0,PO,3,1262345,24,10,811,00:01.7,16.2,9.1,0,12/3/2023,0
1349897,14,12/3/2023 14:00,1402/09/12,0,PO,3,1262346,25,10,816,00:01.7,16.2,9.1,0,12/3/2023,0
1349898,15,12/3/2023 15:00,1402/09/12,0,PO,3,1262347,25,12,815,00:01.7,16.2,9.1,0,12/3/2023,0
1349899,16,12/3/2023 16:00,1402/09/12,0,PO,3,1262348,24,19,817,00:01.7,16.2,9.1,0,12/3/2023,0
1349900,17,12/3/2023 17:00,1402/09/12,0,PO,3,1262349,20,28,840,00:01.7,16.2,9.1,0,12/3/2023,0
1349901,18,12/3/2023 18:00,1402/09/12,0,PO,3,1262350,16,36,846,00:01.7,16.2,9.1,0,12/3/2023,0
1349902,19,12/3/2023 19:00,1402/09/12,0,PO,3,1262351,15,38,852,00:01.7,16.2,9.1,0,12/3/2023,0
1349903,20,12/3/2023 20:00,1402/09/12,0,PO,3,1262352,13,40,813,00:01.7,16.2,9.1,0,12/3/2023,0
1349904,21,12/3/2023 21:00,1402/09/12,0,PO,3,1262353,11,45,807,00:01.7,16.2,9.1,0,12/3/2023,0
1349905,22,12/3/2023 22:00,1402/09/12,0,PO,3,1262354,11,54,813,00:01.7,16.2,9.1,0,12/3/2023,0
1349906,23,12/3/2023 23:00,1402/09/12,0,PO,3,1262355,10,52,811,00:01.7,16.2,9.1,0,12/3/2023,0
1350123,0,12/4/2023 0:00,1402/09/13,0,PO,3,1262572,10,58,825,00:01.7,11.1,9.6,0,12/4/2023,0
1350100,1,12/4/2023 1:00,1402/09/13,0,PO,3,1262549,8,63,816,00:01.7,11.1,9.6,0,12/4/2023,0
1350101,2,12/4/2023 2:00,1402/09/13,0,PO,3,1262550,8,62,822,00:01.7,11.1,9.6,0,12/4/2023,0
1350102,3,12/4/2023 3:00,1402/09/13,0,PO,3,1262551,7,63,824,00:01.7,11.1,9.6,0,12/4/2023,0
1350103,4,12/4/2023 4:00,1402/09/13,0,PO,3,1262552,7,66,820,00:01.7,11.1,9.6,0,12/4/2023,0
1350104,5,12/4/2023 5:00,1402/09/13,0,PO,3,1262553,7,58,826,00:01.7,11.1,9.6,0,12/4/2023,0
1350105,6,12/4/2023 6:00,1402/09/13,0,PO,3,1262554,7,55,828,00:01.7,11.1,9.6,0,12/4/2023,0
1350106,7,12/4/2023 7:00,1402/09/13,0,PO,3,1262555,6,58,819,00:01.7,11.1,9.6,0,12/4/2023,0
1350107,8,12/4/2023 8:00,1402/09/13,0,PO,3,1262556,8,57,818,00:01.7,11.1,9.6,0,12/4/2023,0
1350108,9,12/4/2023 9:00,1402/09/13,0,PO,3,1262557,11,30,819,00:01.7,11.1,9.6,0,12/4/2023,0
1350109,10,12/4/2023 10:00,1402/09/13,0,PO,3,1262558,16,12,823,00:01.7,11.1,9.6,0,12/4/2023,0
1350110,11,12/4/2023 11:00,1402/09/13,0,PO,3,1262559,18,10,816,00:01.7,11.1,9.6,0,12/4/2023,0
1350111,12,12/4/2023 12:00,1402/09/13,0,PO,3,1262560,20,11,817,00:01.7,11.1,9.6,0,12/4/2023,0
1350112,13,12/4/2023 13:00,1402/09/13,0,PO,3,1262561,22,11,809,00:01.7,11.1,9.6,0,12/4/2023,0
1350113,14,12/4/2023 14:00,1402/09/13,0,PO,3,1262562,24,12,810,00:01.7,11.1,9.6,0,12/4/2023,0
1350114,15,12/4/2023 15:00,1402/09/13,0,PO,3,1262563,24,14,803,00:01.7,11.1,9.6,0,12/4/2023,0
1350115,16,12/4/2023 16:00,1402/09/13,0,PO,3,1262564,22,24,805,00:01.7,11.1,9.6,0,12/4/2023,0
1350116,17,12/4/2023 17:00,1402/09/13,0,PO,3,1262565,18,35,803,00:01.7,11.1,9.6,0,12/4/2023,0
1350117,18,12/4/2023 18:00,1402/09/13,0,PO,3,1262566,15,42,815,00:01.7,11.1,9.6,0,12/4/2023,0
1350118,19,12/4/2023 19:00,1402/09/13,0,PO,3,1262567,15,45,815,00:01.7,11.1,9.6,0,12/4/2023,0
1350119,20,12/4/2023 20:00,1402/09/13,0,PO,3,1262568,13,47,819,00:01.7,11.1,9.6,0,12/4/2023,0
1350120,21,12/4/2023 21:00,1402/09/13,0,PO,3,1262569,12,48,822,00:01.7,11.1,9.6,0,12/4/2023,0
1350121,22,12/4/2023 22:00,1402/09/13,0,PO,3,1262570,11,48,830,00:01.7,11.1,9.6,0,12/4/2023,0
1350122,23,12/4/2023 23:00,1402/09/13,0,PO,3,1262571,9,56,825,00:01.7,11.1,9.6,0,12/4/2023,0
1350339,0,12/5/2023 0:00,1402/09/14,0,PO,3,1262788,9,56,934,00:01.7,11.1,9.6,0,12/5/2023,0
1350316,1,12/5/2023 1:00,1402/09/14,0,PO,3,1262765,8,60,721,00:01.7,11.1,9.6,0,12/5/2023,0
1350317,2,12/5/2023 2:00,1402/09/14,0,PO,3,1262766,7,63,729,00:01.7,11.1,9.6,0,12/5/2023,0
1350318,3,12/5/2023 3:00,1402/09/14,0,PO,3,1262767,7,64,756,00:01.7,11.1,9.6,0,12/5/2023,0
1350319,4,12/5/2023 4:00,1402/09/14,0,PO,3,1262768,7,64,752,00:01.7,11.1,9.6,0,12/5/2023,0
1350320,5,12/5/2023 5:00,1402/09/14,0,PO,3,1262769,7,70,745,00:01.7,11.1,9.6,0,12/5/2023,0
1350321,6,12/5/2023 6:00,1402/09/14,0,PO,3,1262770,6,71,741,00:01.7,11.1,9.6,0,12/5/2023,0
1350322,7,12/5/2023 7:00,1402/09/14,0,PO,3,1262771,5,72,737,00:01.7,11.1,9.6,0,12/5/2023,0
1350323,8,12/5/2023 8:00,1402/09/14,0,PO,3,1262772,10,65,729,00:01.7,11.1,9.6,0,12/5/2023,0
1350324,9,12/5/2023 9:00,1402/09/14,0,PO,3,1262773,13,16,735,00:01.7,11.1,9.6,0,12/5/2023,0
1350325,10,12/5/2023 10:00,1402/09/14,0,PO,3,1262774,20,3,773,00:01.7,11.1,9.6,0,12/5/2023,0
1350326,11,12/5/2023 11:00,1402/09/14,0,PO,3,1262775,23,9,762,00:01.7,11.1,9.6,0,12/5/2023,0
1350327,12,12/5/2023 12:00,1402/09/14,0,PO,3,1262776,23,9,764,00:01.7,11.1,9.6,0,12/5/2023,0
1350328,13,12/5/2023 13:00,1402/09/14,0,PO,3,1262777,25,5,820,00:01.7,11.1,9.6,0,12/5/2023,0
1350329,14,12/5/2023 14:00,1402/09/14,0,PO,3,1262778,25,7,884,00:01.7,11.1,9.6,0,12/5/2023,0
1350330,15,12/5/2023 15:00,1402/09/14,0,PO,3,1262779,25,8,886,00:01.7,11.1,9.6,0,12/5/2023,0
1350331,16,12/5/2023 16:00,1402/09/14,0,PO,3,1262780,23,13,889,00:01.7,11.1,9.6,0,12/5/2023,0
1350332,17,12/5/2023 17:00,1402/09/14,0,PO,3,1262781,20,20,894,00:01.7,11.1,9.6,0,12/5/2023,0
1350333,18,12/5/2023 18:00,1402/09/14,0,PO,3,1262782,18,28,901,00:01.7,11.1,9.6,0,12/5/2023,0
1350334,19,12/5/2023 19:00,1402/09/14,0,PO,3,1262783,14,37,907,00:01.7,11.1,9.6,0,12/5/2023,0
1350335,20,12/5/2023 20:00,1402/09/14,0,PO,3,1262784,13,38,916,00:01.7,11.1,9.6,0,12/5/2023,0
1350336,21,12/5/2023 21:00,1402/09/14,0,PO,3,1262785,11,46,923,00:01.7,11.1,9.6,0,12/5/2023,0
1350337,22,12/5/2023 22:00,1402/09/14,0,PO,3,1262786,10,45,924,00:01.7,11.1,9.6,0,12/5/2023,0
1350338,23,12/5/2023 23:00,1402/09/14,0,PO,3,1262787,10,45,924,00:01.7,11.1,9.6,0,12/5/2023,0
1350555,0,12/6/2023 0:00,1402/09/15,0,PO,3,1263004,10,46,868,00:01.7,11.1,9.6,0,12/6/2023,0
1350532,1,12/6/2023 1:00,1402/09/15,0,PO,3,1262981,9,57,927,00:01.7,11.1,9.6,0,12/6/2023,0
1350533,2,12/6/2023 2:00,1402/09/15,0,PO,3,1262982,8,59,875,00:01.7,11.1,9.6,0,12/6/2023,0
1350534,3,12/6/2023 3:00,1402/09/15,0,PO,3,1262983,7,57,877,00:01.7,11.1,9.6,0,12/6/2023,0
1350535,4,12/6/2023 4:00,1402/09/15,0,PO,3,1262984,7,59,879,00:01.7,11.1,9.6,0,12/6/2023,0
1350536,5,12/6/2023 5:00,1402/09/15,0,PO,3,1262985,7,60,881,00:01.7,11.1,9.6,0,12/6/2023,0
1350537,6,12/6/2023 6:00,1402/09/15,0,PO,3,1262986,6,63,880,00:01.7,11.1,9.6,0,12/6/2023,0
1350538,7,12/6/2023 7:00,1402/09/15,0,PO,3,1262987,6,63,876,00:01.7,11.1,9.6,0,12/6/2023,0
1350539,8,12/6/2023 8:00,1402/09/15,0,PO,3,1262988,8,55,877,00:01.7,11.1,9.6,0,12/6/2023,0
1350540,9,12/6/2023 9:00,1402/09/15,0,PO,3,1262989,13,19,872,00:01.7,11.1,9.6,0,12/6/2023,0
1350541,10,12/6/2023 10:00,1402/09/15,0,PO,3,1262990,17,5,885,00:01.7,11.1,9.6,0,12/6/2023,0
1350542,11,12/6/2023 11:00,1402/09/15,0,PO,3,1262991,21,4,878,00:01.7,11.1,9.6,0,12/6/2023,0
1350543,12,12/6/2023 12:00,1402/09/15,0,PO,3,1262992,23,4,865,00:01.7,11.1,9.6,0,12/6/2023,0
1350544,13,12/6/2023 13:00,1402/09/15,0,PO,3,1262993,25,7,854,00:01.7,11.1,9.6,0,12/6/2023,0
1350545,14,12/6/2023 14:00,1402/09/15,0,PO,3,1262994,25,9,862,00:01.7,11.1,9.6,0,12/6/2023,0
1350546,15,12/6/2023 15:00,1402/09/15,0,PO,3,1262995,24,11,858,00:01.7,11.1,9.6,0,12/6/2023,0
1350547,16,12/6/2023 16:00,1402/09/15,0,PO,3,1262996,24,17,848,00:01.7,11.1,9.6,0,12/6/2023,0
1350548,17,12/6/2023 17:00,1402/09/15,0,PO,3,1262997,19,27,857,00:01.7,11.1,9.6,0,12/6/2023,0
1350549,18,12/6/2023 18:00,1402/09/15,0,PO,3,1262998,17,32,872,00:01.7,11.1,9.6,0,12/6/2023,0
1350550,19,12/6/2023 19:00,1402/09/15,0,PO,3,1262999,16,36,852,00:01.7,11.1,9.6,0,12/6/2023,0
1350551,20,12/6/2023 20:00,1402/09/15,0,PO,3,1263000,13,35,886,00:01.7,11.1,9.6,0,12/6/2023,0
1350552,21,12/6/2023 21:00,1402/09/15,0,PO,3,1263001,12,38,884,00:01.7,11.1,9.6,0,12/6/2023,0
1350553,22,12/6/2023 22:00,1402/09/15,0,PO,3,1263002,11,40,881,00:01.7,11.1,9.6,0,12/6/2023,0
1350554,23,12/6/2023 23:00,1402/09/15,0,PO,3,1263003,9,42,879,00:01.7,11.1,9.6,0,12/6/2023,0
1350771,0,12/7/2023 0:00,1402/09/16,0,PO,3,1263436,9,50,877,00:01.7,11.1,9.6,0,12/7/2023,0
1350748,1,12/7/2023 1:00,1402/09/16,0,PO,3,1263413,10,51,881,00:01.7,11.1,9.6,0,12/7/2023,0
1350749,2,12/7/2023 2:00,1402/09/16,0,PO,3,1263414,9,51,883,00:01.7,11.1,9.6,0,12/7/2023,0
1350750,3,12/7/2023 3:00,1402/09/16,0,PO,3,1263415,8,52,888,00:01.7,11.1,9.6,0,12/7/2023,0
1350751,4,12/7/2023 4:00,1402/09/16,0,PO,3,1263416,7,57,865,00:01.7,11.1,9.6,0,12/7/2023,0
1350752,5,12/7/2023 5:00,1402/09/16,0,PO,3,1263417,7,59,865,00:01.7,11.1,9.6,0,12/7/2023,0
1350753,6,12/7/2023 6:00,1402/09/16,0,PO,3,1263418,6,61,860,00:01.7,11.1,9.6,0,12/7/2023,0
1350754,7,12/7/2023 7:00,1402/09/16,0,PO,3,1263419,6,63,860,00:01.7,11.1,9.6,0,12/7/2023,0
1350755,8,12/7/2023 8:00,1402/09/16,0,PO,3,1263420,9,49,871,00:01.7,11.1,9.6,0,12/7/2023,0
1350756,9,12/7/2023 9:00,1402/09/16,0,PO,3,1263421,14,13,877,00:01.7,11.1,9.6,0,12/7/2023,0
1350757,10,12/7/2023 10:00,1402/09/16,0,PO,3,1263422,15,10,880,00:01.7,11.1,9.6,0,12/7/2023,0
1350758,11,12/7/2023 11:00,1402/09/16,0,PO,3,1263423,20,3,905,00:01.7,11.1,9.6,0,12/7/2023,0
1350759,12,12/7/2023 12:00,1402/09/16,0,PO,3,1263424,21,4,904,00:01.7,11.1,9.6,0,12/7/2023,0
1350760,13,12/7/2023 13:00,1402/09/16,0,PO,3,1263425,23,4,897,00:01.7,11.1,9.6,0,12/7/2023,0
1350761,14,12/7/2023 14:00,1402/09/16,0,PO,3,1263426,23,4,860,00:01.7,11.1,9.6,0,12/7/2023,0
1350762,15,12/7/2023 15:00,1402/09/16,0,PO,3,1263427,23,9,898,00:01.7,11.1,9.6,0,12/7/2023,0
1350763,16,12/7/2023 16:00,1402/09/16,0,PO,3,1263428,22,21,899,00:01.7,11.1,9.6,0,12/7/2023,0
1350764,17,12/7/2023 17:00,1402/09/16,0,PO,3,1263429,18,31,911,00:01.7,11.1,9.6,0,12/7/2023,0
1350765,18,12/7/2023 18:00,1402/09/16,0,PO,3,1263430,16,34,915,00:01.7,11.1,9.6,0,12/7/2023,0
1350766,19,12/7/2023 19:00,1402/09/16,0,PO,3,1263431,16,39,919,00:01.7,11.1,9.6,0,12/7/2023,0
1350767,20,12/7/2023 20:00,1402/09/16,0,PO,3,1263432,13,49,928,00:01.7,11.1,9.6,0,12/7/2023,0
1350768,21,12/7/2023 21:00,1402/09/16,0,PO,3,1263433,13,47,928,00:01.7,11.1,9.6,0,12/7/2023,0
1350769,22,12/7/2023 22:00,1402/09/16,0,PO,3,1263434,12,46,933,00:01.7,11.1,9.6,0,12/7/2023,0
1350770,23,12/7/2023 23:00,1402/09/16,0,PO,3,1263435,10,50,876,00:01.7,11.1,9.6,0,12/7/2023,0
1350987,0,12/8/2023 0:00,1402/09/17,0,PO,3,1263652,9,45,887,00:01.7,11.1,9.6,0,12/8/2023,0
1350964,1,12/8/2023 1:00,1402/09/17,0,PO,3,1263629,8,56,868,00:01.7,11.1,9.6,0,12/8/2023,0
1350965,2,12/8/2023 2:00,1402/09/17,0,PO,3,1263630,9,50,877,00:01.7,11.1,9.6,0,12/8/2023,0
1350966,3,12/8/2023 3:00,1402/09/17,0,PO,3,1263631,7,52,871,00:01.7,11.1,9.6,0,12/8/2023,0
1350967,4,12/8/2023 4:00,1402/09/17,0,PO,3,1263632,6,60,878,00:01.7,11.1,9.6,0,12/8/2023,0
1350968,5,12/8/2023 5:00,1402/09/17,0,PO,3,1263633,6,57,811,00:01.7,11.1,9.6,0,12/8/2023,0
1350969,6,12/8/2023 6:00,1402/09/17,0,PO,3,1263634,6,65,818,00:01.7,11.1,9.6,0,12/8/2023,0
1350970,7,12/8/2023 7:00,1402/09/17,0,PO,3,1263635,6,65,800,00:01.7,11.1,9.6,0,12/8/2023,0
1350971,8,12/8/2023 8:00,1402/09/17,0,PO,3,1263636,8,55,860,00:01.7,11.1,9.6,0,12/8/2023,0
1350972,9,12/8/2023 9:00,1402/09/17,0,PO,3,1263637,14,13,855,00:01.7,11.1,9.6,0,12/8/2023,0
1350973,10,12/8/2023 10:00,1402/09/17,0,PO,3,1263638,18,4,877,00:01.7,11.1,9.6,0,12/8/2023,0
1350974,11,12/8/2023 11:00,1402/09/17,0,PO,3,1263639,20,4,873,00:01.7,11.1,9.6,0,12/8/2023,0
1350975,12,12/8/2023 12:00,1402/09/17,0,PO,3,1263640,21,3,870,00:01.7,11.1,9.6,0,12/8/2023,0
1350976,13,12/8/2023 13:00,1402/09/17,0,PO,3,1263641,24,4,849,00:01.7,11.1,9.6,0,12/8/2023,0
1350977,14,12/8/2023 14:00,1402/09/17,0,PO,3,1263642,25,5,784,00:01.7,11.1,9.6,0,12/8/2023,0
1350978,15,12/8/2023 15:00,1402/09/17,0,PO,3,1263643,25,10,786,00:01.7,11.1,9.6,0,12/8/2023,0
1350979,16,12/8/2023 16:00,1402/09/17,0,PO,3,1263644,24,17,791,00:01.7,11.1,9.6,0,12/8/2023,0
1350980,17,12/8/2023 17:00,1402/09/17,0,PO,3,1263645,20,24,862,00:01.7,11.1,9.6,0,12/8/2023,0
1350981,18,12/8/2023 18:00,1402/09/17,0,PO,3,1263646,16,35,882,00:01.7,11.1,9.6,0,12/8/2023,0
1350982,19,12/8/2023 19:00,1402/09/17,0,PO,3,1263647,14,35,881,00:01.7,11.1,9.6,0,12/8/2023,0
1350983,20,12/8/2023 20:00,1402/09/17,0,PO,3,1263648,13,0,881,00:01.7,11.1,9.6,0,12/8/2023,0
1350984,21,12/8/2023 21:00,1402/09/17,0,PO,3,1263649,12,41,894,00:01.7,11.1,9.6,0,12/8/2023,0
1350985,22,12/8/2023 22:00,1402/09/17,0,PO,3,1263650,10,39,886,00:01.7,11.1,9.6,0,12/8/2023,0
1350986,23,12/8/2023 23:00,1402/09/17,0,PO,3,1263651,10,42,887,00:01.7,11.1,9.6,0,12/8/2023,0
1351203,0,12/9/2023 0:00,1402/09/18,0,PO,3,1263868,8,57,890,00:01.7,11.1,9.6,0,12/9/2023,0
1351180,1,12/9/2023 1:00,1402/09/18,0,PO,3,1263845,8,56,897,00:01.7,11.1,9.6,0,12/9/2023,0
1351181,2,12/9/2023 2:00,1402/09/18,0,PO,3,1263846,8,53,894,00:01.7,11.1,9.6,0,12/9/2023,0
1351182,3,12/9/2023 3:00,1402/09/18,0,PO,3,1263847,8,61,901,00:01.7,11.1,9.6,0,12/9/2023,0
1351183,4,12/9/2023 4:00,1402/09/18,0,PO,3,1263848,7,56,897,00:01.7,11.1,9.6,0,12/9/2023,0
1351184,5,12/9/2023 5:00,1402/09/18,0,PO,3,1263849,7,59,898,00:01.7,11.1,9.6,0,12/9/2023,0
1351185,6,12/9/2023 6:00,1402/09/18,0,PO,3,1263850,6,64,893,00:01.7,11.1,9.6,0,12/9/2023,0
1351186,7,12/9/2023 7:00,1402/09/18,0,PO,3,1263851,6,62,894,00:01.7,11.1,9.6,0,12/9/2023,0
1351187,8,12/9/2023 8:00,1402/09/18,0,PO,3,1263852,11,37,931,00:01.7,11.1,9.6,0,12/9/2023,0
1351188,9,12/9/2023 9:00,1402/09/18,0,PO,3,1263853,14,21,936,00:01.7,11.1,9.6,0,12/9/2023,0
1351189,10,12/9/2023 10:00,1402/09/18,0,PO,3,1263854,18,15,915,00:01.7,11.1,9.6,0,12/9/2023,0
1351190,11,12/9/2023 11:00,1402/09/18,0,PO,3,1263855,21,3,919,00:01.7,11.1,9.6,0,12/9/2023,0
1351191,12,12/9/2023 12:00,1402/09/18,0,PO,3,1263856,23,10,905,00:01.7,11.1,9.6,0,12/9/2023,0
1351192,13,12/9/2023 13:00,1402/09/18,0,PO,3,1263857,24,8,893,00:01.7,11.1,9.6,0,12/9/2023,0
1351193,14,12/9/2023 14:00,1402/09/18,0,PO,3,1263858,24,7,897,00:01.7,11.1,9.6,0,12/9/2023,0
1351194,15,12/9/2023 15:00,1402/09/18,0,PO,3,1263859,24,14,908,00:01.7,11.1,9.6,0,12/9/2023,0
1351195,16,12/9/2023 16:00,1402/09/18,0,PO,3,1263860,22,23,916,00:01.7,11.1,9.6,0,12/9/2023,0
1351196,17,12/9/2023 17:00,1402/09/18,0,PO,3,1263861,19,25,924,00:01.7,11.1,9.6,0,12/9/2023,0
